county,precinct,office,district,party,candidate,election_day,mail,provisional,votes
Salem,Penns Grove District 3,Ballots Cast,,,,0,0,0,0
Salem,Penns Grove District 3,President,,REP,Donald J Trump,0,0,0,0
Salem,Penns Grove District 3,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Penns Grove District 3,President,,UPA,Bill Hammons,0,0,0,0
Salem,Penns Grove District 3,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Penns Grove District 3,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Penns Grove District 3,President,,CPN,Don Blankenship,0,0,0,0
Salem,Penns Grove District 3,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Penns Grove District 3,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Penns Grove District 3,President,,,Write-In,0,0,0,0
Salem,Penns Grove District 3,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Penns Grove District 3,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Penns Grove District 3,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Penns Grove District 3,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Penns Grove District 3,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Penns Grove District 3,U.S. Senate,,,Write-In,0,0,0,0
Salem,Penns Grove District 3,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Penns Grove District 3,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Penns Grove District 3,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Penns Grove District 3,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Penns Grove District 3,U.S. House,2,,Write-In,0,0,0,0
Salem,Pennsville District 1,Registered Voters,,,,,,,10266
Salem,Pennsville District 1,Ballots Cast,,,,0,6766,335,7101
Salem,Pennsville District 1,President,,REP,Donald J Trump,0,4104,207,4311
Salem,Pennsville District 1,President,,DEM,Joseph R Biden,0,2433,107,2540
Salem,Pennsville District 1,President,,UPA,Bill Hammons,0,6,0,6
Salem,Pennsville District 1,President,,GRE,Howie Hawkins,0,19,3,22
Salem,Pennsville District 1,President,,SAL,Gloria Estela La Riva,0,1,0,1
Salem,Pennsville District 1,President,,CPN,Don Blankenship,0,11,0,11
Salem,Pennsville District 1,President,,LIB,Jo Jorgensen,0,121,8,129
Salem,Pennsville District 1,President,,ALI,"Roque ""Rocky""De La Fuente",0,4,0,4
Salem,Pennsville District 1,President,,,Write-In,0,20,1,21
Salem,Pennsville District 1,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,3882,184,4066
Salem,Pennsville District 1,U.S. Senate,,DEM,Cory Booker,0,2465,118,2583
Salem,Pennsville District 1,U.S. Senate,,,Veronica Fernandez,0,88,7,95
Salem,Pennsville District 1,U.S. Senate,,GRE,Madelyn R Hoffman,0,123,8,131
Salem,Pennsville District 1,U.S. Senate,,,Daniel Burke,0,46,4,50
Salem,Pennsville District 1,U.S. Senate,,,Write-In,0,13,2,15
Salem,Pennsville District 1,U.S. House,2,REP,Jeff Van Drew,0,3926,178,4104
Salem,Pennsville District 1,U.S. House,2,DEM,Amy Kennedy,0,2442,115,2557
Salem,Pennsville District 1,U.S. House,2,,Jenna Harvey,0,127,11,138
Salem,Pennsville District 1,U.S. House,2,,Jesse Ehrnstrom,0,152,15,167
Salem,Pennsville District 1,U.S. House,2,,Write-In,0,9,1,10
Salem,Pennsville District 2,Registered Voters,,,,,,,0
Salem,Pennsville District 2,Ballots Cast,,,,0,0,0,0
Salem,Pennsville District 2,President,,REP,Donald J Trump,0,0,0,0
Salem,Pennsville District 2,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pennsville District 2,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pennsville District 2,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pennsville District 2,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pennsville District 2,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pennsville District 2,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pennsville District 2,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pennsville District 2,President,,,Write-In,0,0,0,0
Salem,Pennsville District 2,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pennsville District 2,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pennsville District 2,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pennsville District 2,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pennsville District 2,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pennsville District 2,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pennsville District 2,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pennsville District 2,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pennsville District 2,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pennsville District 2,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pennsville District 2,U.S. House,2,,Write-In,0,0,0,0
Salem,Pennsville District 3,Registered Voters,,,,,,,0
Salem,Pennsville District 3,Ballots Cast,,,,0,0,0,0
Salem,Pennsville District 3,President,,REP,Donald J Trump,0,0,0,0
Salem,Pennsville District 3,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pennsville District 3,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pennsville District 3,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pennsville District 3,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pennsville District 3,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pennsville District 3,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pennsville District 3,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pennsville District 3,President,,,Write-In,0,0,0,0
Salem,Pennsville District 3,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pennsville District 3,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pennsville District 3,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pennsville District 3,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pennsville District 3,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pennsville District 3,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pennsville District 3,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pennsville District 3,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pennsville District 3,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pennsville District 3,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pennsville District 3,U.S. House,2,,Write-In,0,0,0,0
Salem,Pennsville District 4,Registered Voters,,,,,,,0
Salem,Pennsville District 4,Ballots Cast,,,,0,0,0,0
Salem,Pennsville District 4,President,,REP,Donald J Trump,0,0,0,0
Salem,Pennsville District 4,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pennsville District 4,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pennsville District 4,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pennsville District 4,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pennsville District 4,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pennsville District 4,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pennsville District 4,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pennsville District 4,President,,,Write-In,0,0,0,0
Salem,Pennsville District 4,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pennsville District 4,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pennsville District 4,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pennsville District 4,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pennsville District 4,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pennsville District 4,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pennsville District 4,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pennsville District 4,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pennsville District 4,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pennsville District 4,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pennsville District 4,U.S. House,2,,Write-In,0,0,0,0
Salem,Pennsville District 5,Registered Voters,,,,,,,0
Salem,Pennsville District 5,Ballots Cast,,,,0,0,0,0
Salem,Pennsville District 5,President,,REP,Donald J Trump,0,0,0,0
Salem,Pennsville District 5,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pennsville District 5,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pennsville District 5,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pennsville District 5,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pennsville District 5,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pennsville District 5,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pennsville District 5,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pennsville District 5,President,,,Write-In,0,0,0,0
Salem,Pennsville District 5,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pennsville District 5,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pennsville District 5,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pennsville District 5,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pennsville District 5,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pennsville District 5,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pennsville District 5,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pennsville District 5,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pennsville District 5,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pennsville District 5,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pennsville District 5,U.S. House,2,,Write-In,0,0,0,0
Salem,Pennsville District 6,Registered Voters,,,,,,,0
Salem,Pennsville District 6,Ballots Cast,,,,0,0,0,0
Salem,Pennsville District 6,President,,REP,Donald J Trump,0,0,0,0
Salem,Pennsville District 6,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pennsville District 6,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pennsville District 6,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pennsville District 6,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pennsville District 6,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pennsville District 6,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pennsville District 6,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pennsville District 6,President,,,Write-In,0,0,0,0
Salem,Pennsville District 6,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pennsville District 6,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pennsville District 6,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pennsville District 6,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pennsville District 6,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pennsville District 6,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pennsville District 6,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pennsville District 6,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pennsville District 6,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pennsville District 6,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pennsville District 6,U.S. House,2,,Write-In,0,0,0,0
Salem,Pennsville District 7,Registered Voters,,,,,,,0
Salem,Pennsville District 7,Ballots Cast,,,,0,0,0,0
Salem,Pennsville District 7,President,,REP,Donald J Trump,0,0,0,0
Salem,Pennsville District 7,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pennsville District 7,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pennsville District 7,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pennsville District 7,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pennsville District 7,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pennsville District 7,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pennsville District 7,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pennsville District 7,President,,,Write-In,0,0,0,0
Salem,Pennsville District 7,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pennsville District 7,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pennsville District 7,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pennsville District 7,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pennsville District 7,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pennsville District 7,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pennsville District 7,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pennsville District 7,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pennsville District 7,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pennsville District 7,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pennsville District 7,U.S. House,2,,Write-In,0,0,0,0
Salem,Pennsville District 8,Registered Voters,,,,,,,0
Salem,Pennsville District 8,Ballots Cast,,,,0,0,0,0
Salem,Pennsville District 8,President,,REP,Donald J Trump,0,0,0,0
Salem,Pennsville District 8,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pennsville District 8,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pennsville District 8,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pennsville District 8,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pennsville District 8,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pennsville District 8,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pennsville District 8,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pennsville District 8,President,,,Write-In,0,0,0,0
Salem,Pennsville District 8,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pennsville District 8,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pennsville District 8,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pennsville District 8,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pennsville District 8,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pennsville District 8,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pennsville District 8,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pennsville District 8,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pennsville District 8,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pennsville District 8,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pennsville District 8,U.S. House,2,,Write-In,0,0,0,0
Salem,Pennsville District 9,Registered Voters,,,,,,,0
Salem,Pennsville District 9,Ballots Cast,,,,0,0,0,0
Salem,Pennsville District 9,President,,REP,Donald J Trump,0,0,0,0
Salem,Pennsville District 9,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pennsville District 9,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pennsville District 9,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pennsville District 9,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pennsville District 9,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pennsville District 9,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pennsville District 9,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pennsville District 9,President,,,Write-In,0,0,0,0
Salem,Pennsville District 9,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pennsville District 9,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pennsville District 9,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pennsville District 9,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pennsville District 9,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pennsville District 9,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pennsville District 9,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pennsville District 9,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pennsville District 9,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pennsville District 9,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pennsville District 9,U.S. House,2,,Write-In,0,0,0,0
Salem,Pilesgrove District 1,Registered Voters,,,,,,,3360
Salem,Pilesgrove District 1,Ballots Cast,,,,0,2479,109,2588
Salem,Pilesgrove District 1,President,,REP,Donald J Trump,0,1428,67,1495
Salem,Pilesgrove District 1,President,,DEM,Joseph R Biden,0,1001,39,1040
Salem,Pilesgrove District 1,President,,UPA,Bill Hammons,0,5,0,5
Salem,Pilesgrove District 1,President,,GRE,Howie Hawkins,0,5,0,5
Salem,Pilesgrove District 1,President,,SAL,Gloria Estela La Riva,0,2,0,2
Salem,Pilesgrove District 1,President,,CPN,Don Blankenship,0,2,0,2
Salem,Pilesgrove District 1,President,,LIB,Jo Jorgensen,0,17,2,19
Salem,Pilesgrove District 1,President,,ALI,"Roque ""Rocky""De La Fuente",0,2,0,2
Salem,Pilesgrove District 1,President,,,Write-In,0,8,1,9
Salem,Pilesgrove District 1,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,1398,58,1456
Salem,Pilesgrove District 1,U.S. Senate,,DEM,Cory Booker,0,981,40,1021
Salem,Pilesgrove District 1,U.S. Senate,,,Veronica Fernandez,0,16,1,17
Salem,Pilesgrove District 1,U.S. Senate,,GRE,Madelyn R Hoffman,0,17,1,18
Salem,Pilesgrove District 1,U.S. Senate,,,Daniel Burke,0,8,1,9
Salem,Pilesgrove District 1,U.S. Senate,,,Write-In,0,2,2,4
Salem,Pilesgrove District 1,U.S. House,2,REP,Jeff Van Drew,0,1415,57,1472
Salem,Pilesgrove District 1,U.S. House,2,DEM,Amy Kennedy,0,972,42,1014
Salem,Pilesgrove District 1,U.S. House,2,,Jenna Harvey,0,20,4,24
Salem,Pilesgrove District 1,U.S. House,2,,Jesse Ehrnstrom,0,24,3,27
Salem,Pilesgrove District 1,U.S. House,2,,Write-In,0,2,0,2
Salem,Pilesgrove District 2,Registered Voters,,,,,,,0
Salem,Pilesgrove District 2,Ballots Cast,,,,0,0,0,0
Salem,Pilesgrove District 2,President,,REP,Donald J Trump,0,0,0,0
Salem,Pilesgrove District 2,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pilesgrove District 2,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pilesgrove District 2,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pilesgrove District 2,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pilesgrove District 2,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pilesgrove District 2,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pilesgrove District 2,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pilesgrove District 2,President,,,Write-In,0,0,0,0
Salem,Pilesgrove District 2,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pilesgrove District 2,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pilesgrove District 2,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pilesgrove District 2,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pilesgrove District 2,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pilesgrove District 2,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pilesgrove District 2,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pilesgrove District 2,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pilesgrove District 2,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pilesgrove District 2,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pilesgrove District 2,U.S. House,2,,Write-In,0,0,0,0
Salem,Pilesgrove District 3,Registered Voters,,,,,,,0
Salem,Pilesgrove District 3,Ballots Cast,,,,0,0,0,0
Salem,Pilesgrove District 3,President,,REP,Donald J Trump,0,0,0,0
Salem,Pilesgrove District 3,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pilesgrove District 3,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pilesgrove District 3,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pilesgrove District 3,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pilesgrove District 3,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pilesgrove District 3,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pilesgrove District 3,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pilesgrove District 3,President,,,Write-In,0,0,0,0
Salem,Pilesgrove District 3,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pilesgrove District 3,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pilesgrove District 3,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pilesgrove District 3,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pilesgrove District 3,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pilesgrove District 3,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pilesgrove District 3,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pilesgrove District 3,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pilesgrove District 3,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pilesgrove District 3,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pilesgrove District 3,U.S. House,2,,Write-In,0,0,0,0
Salem,Pittsgrove District 1,Registered Voters,,,,,,,7007
Salem,Pittsgrove District 1,Ballots Cast,,,,1,4930,220,5151
Salem,Pittsgrove District 1,President,,REP,Donald J Trump,,2880,131,3011
Salem,Pittsgrove District 1,President,,DEM,Joseph R Biden,,1927,78,2006
Salem,Pittsgrove District 1,President,,UPA,Bill Hammons,,6,0,6
Salem,Pittsgrove District 1,President,,GRE,Howie Hawkins,,12,2,14
Salem,Pittsgrove District 1,President,,SAL,Gloria Estela La Riva,,2,0,2
Salem,Pittsgrove District 1,President,,CPN,Don Blankenship,,3,3,6
Salem,Pittsgrove District 1,President,,LIB,Jo Jorgensen,,58,3,61
Salem,Pittsgrove District 1,President,,ALI,"Roque ""Rocky""De La Fuente",,2,0,2
Salem,Pittsgrove District 1,President,,,Write-In,,17,0,17
Salem,Pittsgrove District 1,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",,2791,122,2913
Salem,Pittsgrove District 1,U.S. Senate,,DEM,Cory Booker,,1895,81,1977
Salem,Pittsgrove District 1,U.S. Senate,,,Veronica Fernandez,,42,5,47
Salem,Pittsgrove District 1,U.S. Senate,,GRE,Madelyn R Hoffman,,73,6,79
Salem,Pittsgrove District 1,U.S. Senate,,,Daniel Burke,,15,0,15
Salem,Pittsgrove District 1,U.S. Senate,,,Write-In,,8,0,8
Salem,Pittsgrove District 1,U.S. House,2,REP,Jeff Van Drew,,2838,128,2966
Salem,Pittsgrove District 1,U.S. House,2,DEM,Amy Kennedy,,1874,73,1948
Salem,Pittsgrove District 1,U.S. House,2,,Jenna Harvey,,66,4,70
Salem,Pittsgrove District 1,U.S. House,2,,Jesse Ehrnstrom,,67,8,75
Salem,Pittsgrove District 1,U.S. House,2,,Write-In,,6,0,6
Salem,Pittsgrove District 2,Registered Voters,,,,,,,0
Salem,Pittsgrove District 2,Ballots Cast,,,,0,0,0,0
Salem,Pittsgrove District 2,President,,REP,Donald J Trump,0,0,0,0
Salem,Pittsgrove District 2,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pittsgrove District 2,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pittsgrove District 2,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pittsgrove District 2,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pittsgrove District 2,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pittsgrove District 2,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pittsgrove District 2,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pittsgrove District 2,President,,,Write-In,0,0,0,0
Salem,Pittsgrove District 2,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pittsgrove District 2,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pittsgrove District 2,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pittsgrove District 2,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pittsgrove District 2,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pittsgrove District 2,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pittsgrove District 2,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pittsgrove District 2,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pittsgrove District 2,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pittsgrove District 2,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pittsgrove District 2,U.S. House,2,,Write-In,0,0,0,0
Salem,Pittsgrove District 3,Registered Voters,,,,,,,0
Salem,Pittsgrove District 3,Ballots Cast,,,,0,0,0,0
Salem,Pittsgrove District 3,President,,REP,Donald J Trump,0,0,0,0
Salem,Pittsgrove District 3,President,,DEM,Joseph R Biden,0,0,0,0
Salem,Pittsgrove District 3,President,,UPA,Bill Hammons,0,0,0,0
Salem,Pittsgrove District 3,President,,GRE,Howie Hawkins,0,0,0,0
Salem,Pittsgrove District 3,President,,SAL,Gloria Estela La Riva,0,0,0,0
Salem,Pittsgrove District 3,President,,CPN,Don Blankenship,0,0,0,0
Salem,Pittsgrove District 3,President,,LIB,Jo Jorgensen,0,0,0,0
Salem,Pittsgrove District 3,President,,ALI,"Roque ""Rocky""De La Fuente",0,0,0,0
Salem,Pittsgrove District 3,President,,,Write-In,0,0,0,0
Salem,Pittsgrove District 3,U.S. Senate,,REP,"Rikin ""Rik"" Mehta",0,0,0,0
Salem,Pittsgrove District 3,U.S. Senate,,DEM,Cory Booker,0,0,0,0
Salem,Pittsgrove District 3,U.S. Senate,,,Veronica Fernandez,0,0,0,0
Salem,Pittsgrove District 3,U.S. Senate,,GRE,Madelyn R Hoffman,0,0,0,0
Salem,Pittsgrove District 3,U.S. Senate,,,Daniel Burke,0,0,0,0
Salem,Pittsgrove District 3,U.S. Senate,,,Write-In,0,0,0,0
Salem,Pittsgrove District 3,U.S. House,2,REP,Jeff Van Drew,0,0,0,0
Salem,Pittsgrove District 3,U.S. House,2,DEM,Amy Kennedy,0,0,0,0
Salem,Pittsgrove District 3,U.S. House,2,,Jenna Harvey,0,0,0,0
Salem,Pittsgrove District 3,U.S. House,2,,Jesse Ehrnstrom,0,0,0,0
Salem,Pittsgrove District 3,U.S. House,2,,Write-In,0,0,0,0
Salem,Pittsgrove District 4,Registered Voters,,,,,,,0
Salem,Pittsgrove District 4,Ballots Cast,,,,0,0,0,0
Salem,Pittsgrove District 4,President,,REP,Donald J Trump,0,0,0,0
