county,precinct,office,district,party,candidate,votes,early_voting,mail,provisional,election_day
Atlantic,Atlantic City W5 D1,President,,NPH,"NPH Robert F. KENNEDY, Jr.",3,0,1,0,2
Atlantic,Atlantic City W5 D2,President,,NPH,"NPH Robert F. KENNEDY, Jr.",4,0,1,2,1
Atlantic,Absecon W1 D1,President,,NP,Jill STEIN,5,2,0,0,3
Atlantic,Absecon W1 D2,President,,NP,Jill STEIN,3,1,0,0,2
Atlantic,Absecon W1 D3,President,,NP,Jill STEIN,3,2,1,0,0
Atlantic,Absecon W2 D1,President,,NP,Jill STEIN,8,0,1,1,6
Atlantic,Absecon W2 D2,President,,NP,Jill STEIN,8,1,0,0,7
Atlantic,Absecon W2 D3,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Atlantic City W1 D1,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Atlantic City W1 D2,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Atlantic City W1 D3,President,,NP,Jill STEIN,2,0,1,0,1
Atlantic,Atlantic City W1 D4,President,,NP,Jill STEIN,2,0,1,0,1
Atlantic,Atlantic City W2 D1,President,,NP,Jill STEIN,5,0,0,1,4
Atlantic,Atlantic City W2 D2,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Atlantic City W2 D3,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Atlantic City W3 D1,President,,NP,Jill STEIN,2,0,1,0,1
Atlantic,Atlantic City W3 D2,President,,NP,Jill STEIN,2,1,0,0,1
Atlantic,Atlantic City W3 D3,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Atlantic City W3 D4,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Atlantic City W4 D1,President,,NP,Jill STEIN,16,0,2,3,11
Atlantic,Atlantic City W4 D2,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Atlantic City W4 D3,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Atlantic City W4 D4,President,,NP,Jill STEIN,8,0,3,0,5
Atlantic,Atlantic City W6 D1,President,,NP,Jill STEIN,11,0,3,2,6
Atlantic,Atlantic City W6 D2,President,,NP,Jill STEIN,6,0,3,0,3
Atlantic,Atlantic City W6 D3,President,,NP,Jill STEIN,9,0,1,0,8
Atlantic,Atlantic City W6 D4,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Brigantine Ward 01,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Brigantine Ward 02,President,,NP,Jill STEIN,4,1,0,0,3
Atlantic,Brigantine Ward 03,President,,NP,Jill STEIN,4,0,0,0,4
Atlantic,Brigantine Ward 04,President,,NP,Jill STEIN,13,0,2,2,9
Atlantic,Buena Borough D01,President,,NP,Jill STEIN,6,3,0,0,3
Atlantic,Buena Borough D02,President,,NP,Jill STEIN,4,0,0,1,3
Atlantic,Buena Vista Township D01,President,,NP,Jill STEIN,3,0,1,0,2
Atlantic,Buena Vista Township D02,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Buena Vista Township D03,President,,NP,Jill STEIN,8,0,1,0,7
Atlantic,Buena Vista Township D04,President,,NP,Jill STEIN,1,0,1,0,0
Atlantic,Corbin City,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Egg Harbor City W1 D1,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Egg Harbor City W1 D2,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Egg Harbor City W1 D3,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Egg Harbor City W2 D1,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Egg Harbor City W2 D2,President,,NP,Jill STEIN,3,0,2,0,1
Atlantic,Egg Harbor City W2 D3,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Egg Harbor Township D01,President,,NP,Jill STEIN,1,0,1,0,0
Atlantic,Egg Harbor Township D02,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Egg Harbor Township D03,President,,NP,Jill STEIN,8,6,0,0,2
Atlantic,Egg Harbor Township D04,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Egg Harbor Township D05,President,,NP,Jill STEIN,6,1,3,0,2
Atlantic,Egg Harbor Township D06,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Egg Harbor Township D07,President,,NP,Jill STEIN,6,1,1,0,4
Atlantic,Egg Harbor Township D08,President,,NP,Jill STEIN,12,1,3,0,8
Atlantic,Egg Harbor Township D09,President,,NP,Jill STEIN,7,3,0,0,4
Atlantic,Egg Harbor Township D10,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Egg Harbor Township D11,President,,NP,Jill STEIN,10,6,0,0,4
Atlantic,Egg Harbor Township D12,President,,NP,Jill STEIN,6,0,3,0,3
Atlantic,Egg Harbor Township D13,President,,NP,Jill STEIN,10,0,3,1,6
Atlantic,Egg Harbor Township D14,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Egg Harbor Township D15,President,,NP,Jill STEIN,9,1,2,0,6
Atlantic,Egg Harbor Township D16,President,,NP,Jill STEIN,8,1,0,0,7
Atlantic,Egg Harbor Township D17,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Egg Harbor Township D18,President,,NP,Jill STEIN,5,0,0,0,5
Atlantic,Egg Harbor Township D19,President,,NP,Jill STEIN,3,2,0,0,1
Atlantic,Egg Harbor Township D20,President,,NP,Jill STEIN,9,0,1,2,6
Atlantic,Egg Harbor Township D21,President,,NP,Jill STEIN,8,1,2,1,4
Atlantic,Egg Harbor Township D22,President,,NP,Jill STEIN,3,0,0,1,2
Atlantic,Estell Manor,President,,NP,Jill STEIN,3,0,1,0,2
Atlantic,Folsom,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Galloway Township D01,President,,NP,Jill STEIN,6,0,0,1,5
Atlantic,Galloway Township D02,President,,NP,Jill STEIN,10,0,2,0,8
Atlantic,Galloway Township D03,President,,NP,Jill STEIN,12,3,3,0,6
Atlantic,Galloway Township D04,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Galloway Township D05,President,,NP,Jill STEIN,10,1,0,0,9
Atlantic,Galloway Township D06,President,,NP,Jill STEIN,5,0,1,0,4
Atlantic,Galloway Township D07,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Galloway Township D08,President,,NP,Jill STEIN,5,2,2,0,1
Atlantic,Galloway Township D09,President,,NP,Jill STEIN,3,1,0,0,2
Atlantic,Galloway Township D10,President,,NP,Jill STEIN,10,4,0,1,5
Atlantic,Galloway Township D11,President,,NP,Jill STEIN,5,0,0,0,5
Atlantic,Galloway Township D12,President,,NP,Jill STEIN,9,4,1,1,3
Atlantic,Galloway Township D13,President,,NP,Jill STEIN,3,3,0,0,0
Atlantic,Galloway Township D14,President,,NP,Jill STEIN,5,0,2,0,3
Atlantic,Galloway Township D15,President,,NP,Jill STEIN,3,2,0,0,1
Atlantic,Galloway Township D16,President,,NP,Jill STEIN,7,1,2,0,4
Atlantic,Galloway Township D17,President,,NP,Jill STEIN,7,0,6,0,1
Atlantic,Hamilton Township D01,President,,NP,Jill STEIN,3,1,1,0,1
Atlantic,Hamilton Township D02,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Hamilton Township D03,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Hamilton Township D04,President,,NP,Jill STEIN,4,1,0,0,3
Atlantic,Hamilton Township D05,President,,NP,Jill STEIN,3,0,0,0,3
Atlantic,Hamilton Township D06,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Hamilton Township D07,President,,NP,Jill STEIN,8,0,2,0,6
Atlantic,Hamilton Township D08,President,,NP,Jill STEIN,2,0,1,0,1
Atlantic,Hamilton Township D09,President,,NP,Jill STEIN,4,1,0,0,3
Atlantic,Hamilton Township D10,President,,NP,Jill STEIN,4,0,1,0,3
Atlantic,Hamilton Township D11,President,,NP,Jill STEIN,7,1,3,0,3
Atlantic,Hamilton Township D12,President,,NP,Jill STEIN,2,0,1,0,1
Atlantic,Hamilton Township D13,President,,NP,Jill STEIN,7,1,0,0,6
Atlantic,Hammonton D01,President,,NP,Jill STEIN,6,2,0,0,4
Atlantic,Hammonton D02,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Hammonton D03,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Hammonton D04,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Hammonton D05,President,,NP,Jill STEIN,3,1,0,0,2
Atlantic,Hammonton D06,President,,NP,Jill STEIN,2,1,0,0,1
Atlantic,Hammonton D07,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Linwood W1 D1,President,,NP,Jill STEIN,7,4,0,0,3
Atlantic,Linwood W1 D2,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Linwood W2 D1,President,,NP,Jill STEIN,2,1,0,0,1
Atlantic,Linwood W2 D2,President,,NP,Jill STEIN,3,0,1,0,2
Atlantic,Linwood W2 D3,President,,NP,Jill STEIN,4,1,0,0,3
Atlantic,Longport,President,,NP,Jill STEIN,4,0,2,0,2
Atlantic,Margate D01,President,,NP,Jill STEIN,5,1,2,0,2
Atlantic,Margate D02,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Margate D03,President,,NP,Jill STEIN,2,0,1,0,1
Atlantic,Margate D04,President,,NP,Jill STEIN,4,1,0,0,3
Atlantic,Mullica Township D1,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Mullica Township D2,President,,NP,Jill STEIN,5,0,0,0,5
Atlantic,Mullica Township D3,President,,NP,Jill STEIN,5,1,1,0,3
Atlantic,Northfield W1 D1,President,,NP,Jill STEIN,2,0,1,0,1
Atlantic,Northfield W1 D2,President,,NP,Jill STEIN,1,1,0,0,0
Atlantic,Northfield W1 D3,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Northfield W1 D4,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Northfield W2 D1,President,,NP,Jill STEIN,2,0,2,0,0
Atlantic,Northfield W2 D2,President,,NP,Jill STEIN,1,0,1,0,0
Atlantic,Northfield W2 D3,President,,NP,Jill STEIN,5,1,1,1,2
Atlantic,Northfield W2 D4,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Pleasantville W1 D1,President,,NP,Jill STEIN,4,0,0,0,4
Atlantic,Pleasantville W1 D2,President,,NP,Jill STEIN,4,0,1,1,2
Atlantic,Pleasantville W1 D3,President,,NP,Jill STEIN,2,1,0,0,1
Atlantic,Pleasantville W1 D4,President,,NP,Jill STEIN,5,1,0,0,4
Atlantic,Pleasantville W2 D1,President,,NP,Jill STEIN,8,0,0,1,7
Atlantic,Pleasantville W2 D2,President,,NP,Jill STEIN,4,0,0,1,3
Atlantic,Pleasantville W2 D3,President,,NP,Jill STEIN,2,0,1,0,1
Atlantic,Pleasantville W2 D4,President,,NP,Jill STEIN,4,0,0,0,4
Atlantic,Port Republic Ward 1,President,,NP,Jill STEIN,1,0,1,0,0
Atlantic,Port Republic Ward 2,President,,NP,Jill STEIN,0,0,0,0,0
Atlantic,Somers Point W1 D1,President,,NP,Jill STEIN,2,0,0,0,2
Atlantic,Somers Point W1 D2,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Somers Point W1 D3,President,,NP,Jill STEIN,2,1,0,0,1
Atlantic,Somers Point W1 D4,President,,NP,Jill STEIN,3,1,0,0,2
Atlantic,Somers Point W2 D1,President,,NP,Jill STEIN,3,0,2,0,1
Atlantic,Somers Point W2 D2,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Somers Point W2 D3,President,,NP,Jill STEIN,5,0,2,0,3
Atlantic,Somers Point W2 D4,President,,NP,Jill STEIN,7,0,3,0,4
Atlantic,Ventnor D01,President,,NP,Jill STEIN,9,2,1,0,6
Atlantic,Ventnor D02,President,,NP,Jill STEIN,7,0,1,0,6
Atlantic,Ventnor D03,President,,NP,Jill STEIN,2,1,0,0,1
Atlantic,Ventnor D04,President,,NP,Jill STEIN,3,0,2,0,1
Atlantic,Ventnor D05,President,,NP,Jill STEIN,5,0,1,1,3
Atlantic,Weymouth D01,President,,NP,Jill STEIN,1,0,0,0,1
Atlantic,Weymouth D02,President,,NP,Jill STEIN,3,1,0,0,2
Atlantic,Atlantic City W5 D1,President,,NP,Jill STEIN,11,5,1,1,4
Atlantic,Atlantic City W5 D2,President,,NP,Jill STEIN,18,2,11,1,4
Atlantic,Absecon W1 D1,President,,,WRITE-IN,4,1,1,0,2
Atlantic,Absecon W1 D2,President,,,WRITE-IN,6,3,1,0,2
Atlantic,Absecon W1 D3,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Absecon W2 D1,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Absecon W2 D2,President,,,WRITE-IN,5,2,0,0,3
Atlantic,Absecon W2 D3,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W1 D1,President,,,WRITE-IN,2,0,1,0,1
Atlantic,Atlantic City W1 D2,President,,,WRITE-IN,4,0,0,0,4
Atlantic,Atlantic City W1 D3,President,,,WRITE-IN,2,1,0,1,0
Atlantic,Atlantic City W1 D4,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W2 D1,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W2 D2,President,,,WRITE-IN,1,0,1,0,0
Atlantic,Atlantic City W2 D3,President,,,WRITE-IN,3,0,0,0,3
Atlantic,Atlantic City W3 D1,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W3 D2,President,,,WRITE-IN,1,1,0,0,0
Atlantic,Atlantic City W3 D3,President,,,WRITE-IN,3,0,1,0,2
Atlantic,Atlantic City W3 D4,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W4 D1,President,,,WRITE-IN,2,1,0,0,1
Atlantic,Atlantic City W4 D2,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Atlantic City W4 D3,President,,,WRITE-IN,2,0,1,1,0
Atlantic,Atlantic City W4 D4,President,,,WRITE-IN,2,0,0,1,1
Atlantic,Atlantic City W6 D1,President,,,WRITE-IN,4,0,2,1,1
Atlantic,Atlantic City W6 D2,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Atlantic City W6 D3,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Atlantic City W6 D4,President,,,WRITE-IN,4,1,1,0,2
Atlantic,Brigantine Ward 01,President,,,WRITE-IN,4,0,3,0,1
Atlantic,Brigantine Ward 02,President,,,WRITE-IN,7,0,2,0,5
Atlantic,Brigantine Ward 03,President,,,WRITE-IN,7,0,2,0,5
Atlantic,Brigantine Ward 04,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Buena Borough D01,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Buena Borough D02,President,,,WRITE-IN,2,0,1,0,1
Atlantic,Buena Vista Township D01,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Buena Vista Township D02,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Buena Vista Township D03,President,,,WRITE-IN,3,1,1,0,1
Atlantic,Buena Vista Township D04,President,,,WRITE-IN,3,0,1,0,2
Atlantic,Corbin City,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W1 D1,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W1 D2,President,,,WRITE-IN,3,0,0,0,3
Atlantic,Egg Harbor City W1 D3,President,,,WRITE-IN,1,1,0,0,0
Atlantic,Egg Harbor City W2 D1,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Egg Harbor City W2 D2,President,,,WRITE-IN,1,0,0,1,0
Atlantic,Egg Harbor City W2 D3,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Egg Harbor Township D01,President,,,WRITE-IN,3,1,1,0,1
Atlantic,Egg Harbor Township D02,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor Township D03,President,,,WRITE-IN,8,2,0,0,6
Atlantic,Egg Harbor Township D04,President,,,WRITE-IN,3,0,0,0,3
Atlantic,Egg Harbor Township D05,President,,,WRITE-IN,1,1,0,0,0
Atlantic,Egg Harbor Township D06,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor Township D07,President,,,WRITE-IN,7,2,1,0,4
Atlantic,Egg Harbor Township D08,President,,,WRITE-IN,7,1,0,0,6
Atlantic,Egg Harbor Township D09,President,,,WRITE-IN,5,3,0,0,2
Atlantic,Egg Harbor Township D10,President,,,WRITE-IN,3,1,0,0,2
Atlantic,Egg Harbor Township D11,President,,,WRITE-IN,4,0,0,1,3
Atlantic,Egg Harbor Township D12,President,,,WRITE-IN,3,1,2,0,0
Atlantic,Egg Harbor Township D13,President,,,WRITE-IN,2,2,0,0,0
Atlantic,Egg Harbor Township D14,President,,,WRITE-IN,4,3,0,0,1
Atlantic,Egg Harbor Township D15,President,,,WRITE-IN,4,0,0,0,4
Atlantic,Egg Harbor Township D16,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Egg Harbor Township D17,President,,,WRITE-IN,3,1,0,0,2
Atlantic,Egg Harbor Township D18,President,,,WRITE-IN,5,3,1,0,1
Atlantic,Egg Harbor Township D19,President,,,WRITE-IN,7,3,1,0,3
Atlantic,Egg Harbor Township D20,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Egg Harbor Township D21,President,,,WRITE-IN,5,0,0,0,5
Atlantic,Egg Harbor Township D22,President,,,WRITE-IN,3,0,1,0,2
Atlantic,Estell Manor,President,,,WRITE-IN,3,0,0,0,3
Atlantic,Folsom,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Galloway Township D01,President,,,WRITE-IN,3,1,0,0,2
Atlantic,Galloway Township D02,President,,,WRITE-IN,4,1,1,0,2
Atlantic,Galloway Township D03,President,,,WRITE-IN,9,2,2,0,5
Atlantic,Galloway Township D04,President,,,WRITE-IN,3,2,0,0,1
Atlantic,Galloway Township D05,President,,,WRITE-IN,7,1,0,1,5
Atlantic,Galloway Township D06,President,,,WRITE-IN,6,1,1,0,4
Atlantic,Galloway Township D07,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Galloway Township D08,President,,,WRITE-IN,5,1,0,0,4
Atlantic,Galloway Township D09,President,,,WRITE-IN,4,0,1,0,3
Atlantic,Galloway Township D10,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Galloway Township D11,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Galloway Township D12,President,,,WRITE-IN,5,3,0,0,2
Atlantic,Galloway Township D13,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Galloway Township D14,President,,,WRITE-IN,4,1,1,0,2
Atlantic,Galloway Township D15,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Galloway Township D16,President,,,WRITE-IN,7,2,1,1,3
Atlantic,Galloway Township D17,President,,,WRITE-IN,7,1,1,0,5
Atlantic,Hamilton Township D01,President,,,WRITE-IN,7,1,1,1,4
Atlantic,Hamilton Township D02,President,,,WRITE-IN,5,0,1,0,4
Atlantic,Hamilton Township D03,President,,,WRITE-IN,3,0,0,0,3
Atlantic,Hamilton Township D04,President,,,WRITE-IN,2,0,1,0,1
Atlantic,Hamilton Township D05,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Hamilton Township D06,President,,,WRITE-IN,3,2,0,0,1
Atlantic,Hamilton Township D07,President,,,WRITE-IN,3,1,1,0,1
Atlantic,Hamilton Township D08,President,,,WRITE-IN,3,2,0,0,1
Atlantic,Hamilton Township D09,President,,,WRITE-IN,3,2,1,0,0
Atlantic,Hamilton Township D10,President,,,WRITE-IN,3,0,1,0,2
Atlantic,Hamilton Township D11,President,,,WRITE-IN,3,1,1,0,1
Atlantic,Hamilton Township D12,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Hamilton Township D13,President,,,WRITE-IN,5,2,0,0,3
Atlantic,Hammonton D01,President,,,WRITE-IN,3,2,0,0,1
Atlantic,Hammonton D02,President,,,WRITE-IN,3,0,1,0,2
Atlantic,Hammonton D03,President,,,WRITE-IN,3,2,0,0,1
Atlantic,Hammonton D04,President,,,WRITE-IN,3,1,0,0,2
Atlantic,Hammonton D05,President,,,WRITE-IN,4,3,0,0,1
Atlantic,Hammonton D06,President,,,WRITE-IN,5,1,2,0,2
Atlantic,Hammonton D07,President,,,WRITE-IN,3,0,0,0,3
Atlantic,Linwood W1 D1,President,,,WRITE-IN,3,0,0,0,3
Atlantic,Linwood W1 D2,President,,,WRITE-IN,8,1,2,0,5
Atlantic,Linwood W2 D1,President,,,WRITE-IN,4,0,1,0,3
Atlantic,Linwood W2 D2,President,,,WRITE-IN,3,0,1,0,2
Atlantic,Linwood W2 D3,President,,,WRITE-IN,4,2,1,0,1
Atlantic,Longport,President,,,WRITE-IN,3,0,1,0,2
Atlantic,Margate D01,President,,,WRITE-IN,6,1,1,0,4
Atlantic,Margate D02,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Margate D03,President,,,WRITE-IN,3,2,0,0,1
Atlantic,Margate D04,President,,,WRITE-IN,2,1,1,0,0
Atlantic,Mullica Township D1,President,,,WRITE-IN,2,0,0,0,2
Atlantic,Mullica Township D2,President,,,WRITE-IN,3,0,0,1,2
Atlantic,Mullica Township D3,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Northfield W1 D1,President,,,WRITE-IN,3,0,0,0,3
Atlantic,Northfield W1 D2,President,,,WRITE-IN,3,0,1,0,2
Atlantic,Northfield W1 D3,President,,,WRITE-IN,1,0,1,0,0
Atlantic,Northfield W1 D4,President,,,WRITE-IN,5,2,0,0,3
Atlantic,Northfield W2 D1,President,,,WRITE-IN,2,1,0,0,1
Atlantic,Northfield W2 D2,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Northfield W2 D3,President,,,WRITE-IN,2,1,1,0,0
Atlantic,Northfield W2 D4,President,,,WRITE-IN,4,0,0,0,4
Atlantic,Pleasantville W1 D1,President,,,WRITE-IN,4,0,0,1,3
Atlantic,Pleasantville W1 D2,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Pleasantville W1 D3,President,,,WRITE-IN,3,0,0,1,2
Atlantic,Pleasantville W1 D4,President,,,WRITE-IN,5,1,1,0,3
Atlantic,Pleasantville W2 D1,President,,,WRITE-IN,3,0,0,1,2
Atlantic,Pleasantville W2 D2,President,,,WRITE-IN,2,1,0,0,1
Atlantic,Pleasantville W2 D3,President,,,WRITE-IN,3,1,0,0,2
Atlantic,Pleasantville W2 D4,President,,,WRITE-IN,6,1,0,0,5
Atlantic,Port Republic Ward 1,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Port Republic Ward 2,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Somers Point W1 D1,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Somers Point W1 D2,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Somers Point W1 D3,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Somers Point W1 D4,President,,,WRITE-IN,4,0,0,0,4
Atlantic,Somers Point W2 D1,President,,,WRITE-IN,3,1,0,0,2
Atlantic,Somers Point W2 D2,President,,,WRITE-IN,3,0,1,0,2
Atlantic,Somers Point W2 D3,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Somers Point W2 D4,President,,,WRITE-IN,5,2,0,0,3
Atlantic,Ventnor D01,President,,,WRITE-IN,6,0,2,1,3
Atlantic,Ventnor D02,President,,,WRITE-IN,6,1,0,0,5
Atlantic,Ventnor D03,President,,,WRITE-IN,4,1,0,0,3
Atlantic,Ventnor D04,President,,,WRITE-IN,3,0,0,0,3
Atlantic,Ventnor D05,President,,,WRITE-IN,5,1,2,1,1
Atlantic,Weymouth D01,President,,,WRITE-IN,0,0,0,0,0
Atlantic,Weymouth D02,President,,,WRITE-IN,4,0,2,0,2
Atlantic,Atlantic City W5 D1,President,,,WRITE-IN,2,1,0,0,1
Atlantic,Atlantic City W5 D2,President,,,WRITE-IN,1,0,0,0,1
Atlantic,Absecon W1 D1,U.S. Senate,,REP,Curtis BASHAW,492,150,31,0,311
Atlantic,Absecon W1 D2,U.S. Senate,,REP,Curtis BASHAW,433,151,46,6,230
Atlantic,Absecon W1 D3,U.S. Senate,,REP,Curtis BASHAW,452,152,45,4,251
Atlantic,Absecon W2 D1,U.S. Senate,,REP,Curtis BASHAW,381,98,33,9,241
Atlantic,Absecon W2 D2,U.S. Senate,,REP,Curtis BASHAW,329,92,27,6,204
Atlantic,Absecon W2 D3,U.S. Senate,,REP,Curtis BASHAW,488,148,38,1,301
Atlantic,Atlantic City W1 D1,U.S. Senate,,REP,Curtis BASHAW,101,21,10,5,65
Atlantic,Atlantic City W1 D2,U.S. Senate,,REP,Curtis BASHAW,84,21,11,3,49
Atlantic,Atlantic City W1 D3,U.S. Senate,,REP,Curtis BASHAW,110,32,14,6,58
Atlantic,Atlantic City W1 D4,U.S. Senate,,REP,Curtis BASHAW,47,14,6,3,24
Atlantic,Atlantic City W2 D1,U.S. Senate,,REP,Curtis BASHAW,126,25,29,4,68
Atlantic,Atlantic City W2 D2,U.S. Senate,,REP,Curtis BASHAW,64,6,10,6,42
Atlantic,Atlantic City W2 D3,U.S. Senate,,REP,Curtis BASHAW,47,4,3,8,32
Atlantic,Atlantic City W3 D1,U.S. Senate,,REP,Curtis BASHAW,42,11,6,3,22
Atlantic,Atlantic City W3 D2,U.S. Senate,,REP,Curtis BASHAW,48,19,7,1,21
Atlantic,Atlantic City W3 D3,U.S. Senate,,REP,Curtis BASHAW,26,7,3,2,14
Atlantic,Atlantic City W3 D4,U.S. Senate,,REP,Curtis BASHAW,42,8,8,2,24
Atlantic,Atlantic City W4 D1,U.S. Senate,,REP,Curtis BASHAW,137,37,15,19,66
Atlantic,Atlantic City W4 D2,U.S. Senate,,REP,Curtis BASHAW,28,8,4,2,14
Atlantic,Atlantic City W4 D3,U.S. Senate,,REP,Curtis BASHAW,68,19,6,0,43
Atlantic,Atlantic City W4 D4,U.S. Senate,,REP,Curtis BASHAW,106,31,17,8,50
Atlantic,Atlantic City W6 D1,U.S. Senate,,REP,Curtis BASHAW,230,61,32,13,124
Atlantic,Atlantic City W6 D2,U.S. Senate,,REP,Curtis BASHAW,244,55,35,11,143
Atlantic,Atlantic City W6 D3,U.S. Senate,,REP,Curtis BASHAW,144,30,16,6,92
Atlantic,Atlantic City W6 D4,U.S. Senate,,REP,Curtis BASHAW,234,60,41,8,125
Atlantic,Brigantine Ward 01,U.S. Senate,,REP,Curtis BASHAW,747,110,76,6,555
Atlantic,Brigantine Ward 02,U.S. Senate,,REP,Curtis BASHAW,748,136,92,2,518
Atlantic,Brigantine Ward 03,U.S. Senate,,REP,Curtis BASHAW,658,156,72,10,420
Atlantic,Brigantine Ward 04,U.S. Senate,,REP,Curtis BASHAW,578,120,62,8,388
Atlantic,Buena Borough D01,U.S. Senate,,REP,Curtis BASHAW,519,83,43,4,389
Atlantic,Buena Borough D02,U.S. Senate,,REP,Curtis BASHAW,635,184,47,8,396
Atlantic,Buena Vista Township D01,U.S. Senate,,REP,Curtis BASHAW,678,145,57,5,471
Atlantic,Buena Vista Township D02,U.S. Senate,,REP,Curtis BASHAW,647,163,57,6,421
Atlantic,Buena Vista Township D03,U.S. Senate,,REP,Curtis BASHAW,420,168,30,2,220
Atlantic,Buena Vista Township D04,U.S. Senate,,REP,Curtis BASHAW,485,116,19,2,348
Atlantic,Corbin City,U.S. Senate,,REP,Curtis BASHAW,213,32,11,2,168
Atlantic,Egg Harbor City W1 D1,U.S. Senate,,REP,Curtis BASHAW,49,7,3,0,39
Atlantic,Egg Harbor City W1 D2,U.S. Senate,,REP,Curtis BASHAW,119,21,5,1,92
Atlantic,Egg Harbor City W1 D3,U.S. Senate,,REP,Curtis BASHAW,215,41,18,6,150
