county,municipality,office,district,candidate,party,votes
MIDDLESEX,North Brunswick Twp.,General Assembly,17,Joseph F. Danielsen,Democratic,"2,246"
MIDDLESEX,Piscataway Twp.,General Assembly,17,Joseph F. Danielsen,Democratic,"3,259"
MIDDLESEX,COUNTY TOTAL,General Assembly,17,Joseph F. Danielsen,Democratic,"8,006"
MIDDLESEX,Milltown Boro,General Assembly,17,Robert Mettler,Republican,763
MIDDLESEX,New Brunswick City,General Assembly,17,Robert Mettler,Republican,241
MIDDLESEX,North Brunswick Twp.,General Assembly,17,Robert Mettler,Republican,988
MIDDLESEX,Piscataway Twp.,General Assembly,17,Robert Mettler,Republican,"1,397"
MIDDLESEX,COUNTY TOTAL,General Assembly,17,Robert Mettler,Republican,"3,389"
MIDDLESEX,Milltown Boro,General Assembly,17,Brajesh Singh,Republican,666
MIDDLESEX,New Brunswick City,General Assembly,17,Brajesh Singh,Republican,223
MIDDLESEX,North Brunswick Twp.,General Assembly,17,Brajesh Singh,Republican,874
MIDDLESEX,Piscataway Twp.,General Assembly,17,Brajesh Singh,Republican,"1,263"
MIDDLESEX,COUNTY TOTAL,General Assembly,17,Brajesh Singh,Republican,"3,026"
MIDDLESEX,Milltown Boro,General Assembly,17,Molly O'Brien,Green Party,70
MIDDLESEX,New Brunswick City,General Assembly,17,Molly O'Brien,Green Party,152
MIDDLESEX,North Brunswick Twp.,General Assembly,17,Molly O'Brien,Green Party,167
MIDDLESEX,Piscataway Twp.,General Assembly,17,Molly O'Brien,Green Party,216
MIDDLESEX,COUNTY TOTAL,General Assembly,17,Molly O'Brien,Green Party,605
SOMERSET,Franklin Twp.,General Assembly,17,Joseph V. Egan,Democratic,"5,265"
SOMERSET,COUNTY TOTAL,General Assembly,17,Joseph V. Egan,Democratic,"5,265"
,DISTRICT TOTAL,General Assembly,17,Joseph V. Egan,Democratic,"13,444"
SOMERSET,Franklin Twp.,General Assembly,17,Joseph F. Danielsen,Democratic,"5,420"
SOMERSET,COUNTY TOTAL,General Assembly,17,Joseph F. Danielsen,Democratic,"5,420"
,DISTRICT TOTAL,General Assembly,17,Joseph F. Danielsen,Democratic,"13,426"
SOMERSET,Franklin Twp.,General Assembly,17,Robert Mettler,Republican,"2,973"
SOMERSET,COUNTY TOTAL,General Assembly,17,Robert Mettler,Republican,"2,973"
,DISTRICT TOTAL,General Assembly,17,Robert Mettler,Republican,"6,362"
SOMERSET,Franklin Twp.,General Assembly,17,Brajesh Singh,Republican,"2,404"
SOMERSET,COUNTY TOTAL,General Assembly,17,Brajesh Singh,Republican,"2,404"
,DISTRICT TOTAL,General Assembly,17,Brajesh Singh,Republican,"5,430"
SOMERSET,Franklin Twp.,General Assembly,17,Molly O'Brien,Green Party,380
SOMERSET,COUNTY TOTAL,General Assembly,17,Molly O'Brien,Green Party,380
,DISTRICT TOTAL,General Assembly,17,Molly O'Brien,Green Party,985
MIDDLESEX,East Brunswick Twp.,General Assembly,18,Patrick J. Diegnan Jr.,Democratic,"3,014"
MIDDLESEX,Edison Twp.,General Assembly,18,Patrick J. Diegnan Jr.,Democratic,"6,085"
MIDDLESEX,Helmetta Boro,General Assembly,18,Patrick J. Diegnan Jr.,Democratic,213
MIDDLESEX,Highland Park Boro,General Assembly,18,Patrick J. Diegnan Jr.,Democratic,"1,969"
MIDDLESEX,Metuchen Boro,General Assembly,18,Patrick J. Diegnan Jr.,Democratic,"1,848"
MIDDLESEX,South Plainfield Boro,General Assembly,18,Patrick J. Diegnan Jr.,Democratic,"2,047"
MIDDLESEX,South River Boro,General Assembly,18,Patrick J. Diegnan Jr.,Democratic,"1,080"
MIDDLESEX,COUNTY TOTAL,General Assembly,18,Patrick J. Diegnan Jr.,Democratic,"16,256"
,DISTRICT TOTAL,General Assembly,18,Patrick J. Diegnan Jr.,Democratic,"16,256"
MIDDLESEX,East Brunswick Twp.,General Assembly,18,Nancy Pinkin,Democratic,"3,140"
MIDDLESEX,Edison Twp.,General Assembly,18,Nancy Pinkin,Democratic,"6,012"
MIDDLESEX,Helmetta Boro,General Assembly,18,Nancy Pinkin,Democratic,223
MIDDLESEX,Highland Park Boro,General Assembly,18,Nancy Pinkin,Democratic,"1,997"
MIDDLESEX,Metuchen Boro,General Assembly,18,Nancy Pinkin,Democratic,"1,817"
MIDDLESEX,South Plainfield Boro,General Assembly,18,Nancy Pinkin,Democratic,"1,793"
MIDDLESEX,South River Boro,General Assembly,18,Nancy Pinkin,Democratic,"1,131"
MIDDLESEX,COUNTY TOTAL,General Assembly,18,Nancy Pinkin,Democratic,"16,113"
,DISTRICT TOTAL,General Assembly,18,Nancy Pinkin,Democratic,"16,113"
MIDDLESEX,East Brunswick Twp.,General Assembly,18,Synnove Bakke,Republican,"1,799"
MIDDLESEX,Edison Twp.,General Assembly,18,Synnove Bakke,Republican,"3,095"
MIDDLESEX,Helmetta Boro,General Assembly,18,Synnove Bakke,Republican,244
MIDDLESEX,Highland Park Boro,General Assembly,18,Synnove Bakke,Republican,422
MIDDLESEX,Metuchen Boro,General Assembly,18,Synnove Bakke,Republican,872
MIDDLESEX,South Plainfield Boro,General Assembly,18,Synnove Bakke,Republican,"1,704"
MIDDLESEX,South River Boro,General Assembly,18,Synnove Bakke,Republican,987
MIDDLESEX,COUNTY TOTAL,General Assembly,18,Synnove Bakke,Republican,"9,123"
,DISTRICT TOTAL,General Assembly,18,Synnove Bakke,Republican,"9,123"
MIDDLESEX,East Brunswick Twp.,General Assembly,18,Teresa Rose Hutchison,Republican,"1,882"
MIDDLESEX,Edison Twp.,General Assembly,18,Teresa Rose Hutchison,Republican,"3,187"
MIDDLESEX,Helmetta Boro,General Assembly,18,Teresa Rose Hutchison,Republican,248
MIDDLESEX,Highland Park Boro,General Assembly,18,Teresa Rose Hutchison,Republican,427
MIDDLESEX,Metuchen Boro,General Assembly,18,Teresa Rose Hutchison,Republican,906
MIDDLESEX,South Plainfield Boro,General Assembly,18,Teresa Rose Hutchison,Republican,"1,659"
MIDDLESEX,South River Boro,General Assembly,18,Teresa Rose Hutchison,Republican,"1,123"
MIDDLESEX,COUNTY TOTAL,General Assembly,18,Teresa Rose Hutchison,Republican,"9,432"
,DISTRICT TOTAL,General Assembly,18,Teresa Rose Hutchison,Republican,"9,432"
MIDDLESEX,Carteret Boro,General Assembly,19,John S. Wisniewski,Democratic,"1,612"
MIDDLESEX,Perth Amboy City,General Assembly,19,John S. Wisniewski,Democratic,"1,629"
MIDDLESEX,Sayreville Boro,General Assembly,19,John S. Wisniewski,Democratic,"3,563"
MIDDLESEX,South Amboy City,General Assembly,19,John S. Wisniewski,Democratic,670
MIDDLESEX,Woodbridge Twp.,General Assembly,19,John S. Wisniewski,Democratic,"8,685"
MIDDLESEX,COUNTY TOTAL,General Assembly,19,John S. Wisniewski,Democratic,"16,159"
,DISTRICT TOTAL,General Assembly,19,John S. Wisniewski,Democratic,"16,159"
MIDDLESEX,Carteret Boro,General Assembly,19,Craig J. Coughlin,Democratic,"1,594"
MIDDLESEX,Perth Amboy City,General Assembly,19,Craig J. Coughlin,Democratic,"1,475"
MIDDLESEX,Sayreville Boro,General Assembly,19,Craig J. Coughlin,Democratic,"3,463"
MIDDLESEX,South Amboy City,General Assembly,19,Craig J. Coughlin,Democratic,679
MIDDLESEX,Woodbridge Twp.,General Assembly,19,Craig J. Coughlin,Democratic,"8,669"
MIDDLESEX,COUNTY TOTAL,General Assembly,19,Craig J. Coughlin,Democratic,"15,880"
,DISTRICT TOTAL,General Assembly,19,Craig J. Coughlin,Democratic,"15,880"
MIDDLESEX,Carteret Boro,General Assembly,19,Thomas E. Maras,Republican,388
MIDDLESEX,Perth Amboy City,General Assembly,19,Thomas E. Maras,Republican,370
MIDDLESEX,Sayreville Boro,General Assembly,19,Thomas E. Maras,Republican,"2,670"
MIDDLESEX,South Amboy City,General Assembly,19,Thomas E. Maras,Republican,317
MIDDLESEX,Woodbridge Twp.,General Assembly,19,Thomas E. Maras,Republican,"2,852"
MIDDLESEX,COUNTY TOTAL,General Assembly,19,Thomas E. Maras,Republican,"6,597"
,DISTRICT TOTAL,General Assembly,19,Thomas E. Maras,Republican,"6,597"
MIDDLESEX,Carteret Boro,General Assembly,19,Jesus Varela,Republican,336
MIDDLESEX,Perth Amboy City,General Assembly,19,Jesus Varela,Republican,427
MIDDLESEX,Sayreville Boro,General Assembly,19,Jesus Varela,Republican,"2,395"
MIDDLESEX,South Amboy City,General Assembly,19,Jesus Varela,Republican,284
MIDDLESEX,Woodbridge Twp.,General Assembly,19,Jesus Varela,Republican,"2,474"
MIDDLESEX,COUNTY TOTAL,General Assembly,19,Jesus Varela,Republican,"5,916"
,DISTRICT TOTAL,General Assembly,19,Jesus Varela,Republican,"5,916"
UNION,Elizabeth City,General Assembly,20,Annette Quijano,Democratic,"5,747"
UNION,Hillside Twp.,General Assembly,20,Annette Quijano,Democratic,"1,623"
UNION,Roselle Boro,General Assembly,20,Annette Quijano,Democratic,"1,337"
UNION,Union Twp.,General Assembly,20,Annette Quijano,Democratic,"3,354"
UNION,COUNTY TOTAL,General Assembly,20,Annette Quijano,Democratic,"12,061"
,DISTRICT TOTAL,General Assembly,20,Annette Quijano,Democratic,"12,061"
UNION,Elizabeth City,General Assembly,20,Jamel Holley,Democratic,"5,310"
UNION,Hillside Twp.,General Assembly,20,Jamel Holley,Democratic,"1,642"
UNION,Roselle Boro,General Assembly,20,Jamel Holley,Democratic,"1,417"
UNION,Union Twp.,General Assembly,20,Jamel Holley,Democratic,"3,199"
UNION,COUNTY TOTAL,General Assembly,20,Jamel Holley,Democratic,"11,568"
,DISTRICT TOTAL,General Assembly,20,Jamel Holley,Democratic,"11,568"
UNION,Elizabeth City,General Assembly,20,Stephen E. Kozlovich,Republican,"1,275"
UNION,Hillside Twp.,General Assembly,20,Stephen E. Kozlovich,Republican,410
UNION,Roselle Boro,General Assembly,20,Stephen E. Kozlovich,Republican,190
UNION,Union Twp.,General Assembly,20,Stephen E. Kozlovich,Republican,"1,718"
UNION,COUNTY TOTAL,General Assembly,20,Stephen E. Kozlovich,Republican,"3,593"
,DISTRICT TOTAL,General Assembly,20,Stephen E. Kozlovich,Republican,"3,593"
UNION,Elizabeth City,General Assembly,20,Roger Stryeski,Republican,"1,123"
UNION,Hillside Twp.,General Assembly,20,Roger Stryeski,Republican,378
UNION,Roselle Boro,General Assembly,20,Roger Stryeski,Republican,209
UNION,Union Twp.,General Assembly,20,Roger Stryeski,Republican,"1,688"
UNION,COUNTY TOTAL,General Assembly,20,Roger Stryeski,Republican,"3,398"
,DISTRICT TOTAL,General Assembly,20,Roger Stryeski,Republican,"3,398"
MORRIS,Chatham Boro,General Assembly,21,Jon Bramnick,Republican,570
MORRIS,Long Hill Twp.,General Assembly,21,Jon Bramnick,Republican,849
MORRIS,COUNTY TOTAL,General Assembly,21,Jon Bramnick,Republican,"1,419"
MORRIS,Chatham Boro,General Assembly,21,Nancy Munoz,Republican,577
MORRIS,Long Hill Twp.,General Assembly,21,Nancy Munoz,Republican,833
MORRIS,COUNTY TOTAL,General Assembly,21,Nancy Munoz,Republican,"1,410"
MORRIS,Chatham Boro,General Assembly,21,Jill Anne Lazare,Democratic,422
MORRIS,Long Hill Twp.,General Assembly,21,Jill Anne Lazare,Democratic,438
MORRIS,COUNTY TOTAL,General Assembly,21,Jill Anne Lazare,Democratic,860
MORRIS,Chatham Boro,General Assembly,21,David Barnett,Democratic,400
MORRIS,Long Hill Twp.,General Assembly,21,David Barnett,Democratic,412
MORRIS,COUNTY TOTAL,General Assembly,21,David Barnett,Democratic,812
SOMERSET,Bernards Twp.,General Assembly,21,Jon Bramnick,Republican,"2,113"
SOMERSET,Far Hills Boro,General Assembly,21,Jon Bramnick,Republican,102
SOMERSET,Warren Twp.,General Assembly,21,Jon Bramnick,Republican,"1,329"
SOMERSET,Watchung Boro,General Assembly,21,Jon Bramnick,Republican,543
SOMERSET,COUNTY TOTAL,General Assembly,21,Jon Bramnick,Republican,"4,087"
SOMERSET,Bernards Twp.,General Assembly,21,Nancy Munoz,Republican,"2,065"
SOMERSET,Far Hills Boro,General Assembly,21,Nancy Munoz,Republican,98
SOMERSET,Warren Twp.,General Assembly,21,Nancy Munoz,Republican,"1,308"
SOMERSET,Watchung Boro,General Assembly,21,Nancy Munoz,Republican,521
SOMERSET,COUNTY TOTAL,General Assembly,21,Nancy Munoz,Republican,"3,992"
SOMERSET,Bernards Twp.,General Assembly,21,Jill Anne Lazare,Democratic,939
SOMERSET,Far Hills Boro,General Assembly,21,Jill Anne Lazare,Democratic,43
SOMERSET,Warren Twp.,General Assembly,21,Jill Anne Lazare,Democratic,571
SOMERSET,Watchung Boro,General Assembly,21,Jill Anne Lazare,Democratic,233
SOMERSET,COUNTY TOTAL,General Assembly,21,Jill Anne Lazare,Democratic,"1,786"
SOMERSET,Bernards Twp.,General Assembly,21,David Barnett,Democratic,915
SOMERSET,Far Hills Boro,General Assembly,21,David Barnett,Democratic,41
SOMERSET,Warren Twp.,General Assembly,21,David Barnett,Democratic,556
SOMERSET,Watchung Boro,General Assembly,21,David Barnett,Democratic,245
SOMERSET,COUNTY TOTAL,General Assembly,21,David Barnett,Democratic,"1,757"
UNION,Berkeley Heights Twp.,General Assembly,21,Jon Bramnick,Republican,"1,320"
UNION,Cranford Twp.,General Assembly,21,Jon Bramnick,Republican,"2,307"
UNION,Garwood Boro,General Assembly,21,Jon Bramnick,Republican,630
UNION,Kenilworth Boro,General Assembly,21,Jon Bramnick,Republican,838
UNION,Mountainside Boro,General Assembly,21,Jon Bramnick,Republican,995
UNION,New Providence Boro,General Assembly,21,Jon Bramnick,Republican,803
UNION,Roselle Park Boro,General Assembly,21,Jon Bramnick,Republican,650
UNION,Springfield Twp.,General Assembly,21,Jon Bramnick,Republican,"1,224"
UNION,Summit City,General Assembly,21,Jon Bramnick,Republican,"2,720"
UNION,Westfield Town,General Assembly,21,Jon Bramnick,Republican,"3,031"
UNION,COUNTY TOTAL,General Assembly,21,Jon Bramnick,Republican,"14,518"
,DISTRICT TOTAL,General Assembly,21,Jon Bramnick,Republican,"20,024"
UNION,Berkeley Heights Twp.,General Assembly,21,Nancy Munoz,Republican,"1,308"
UNION,Cranford Twp.,General Assembly,21,Nancy Munoz,Republican,"2,234"
UNION,Garwood Boro,General Assembly,21,Nancy Munoz,Republican,606
UNION,Kenilworth Boro,General Assembly,21,Nancy Munoz,Republican,819
UNION,Mountainside Boro,General Assembly,21,Nancy Munoz,Republican,973
UNION,New Providence Boro,General Assembly,21,Nancy Munoz,Republican,826
UNION,Roselle Park Boro,General Assembly,21,Nancy Munoz,Republican,646
UNION,Springfield Twp.,General Assembly,21,Nancy Munoz,Republican,"1,195"
UNION,Summit City,General Assembly,21,Nancy Munoz,Republican,"2,918"
UNION,Westfield Town,General Assembly,21,Nancy Munoz,Republican,"2,856"
UNION,COUNTY TOTAL,General Assembly,21,Nancy Munoz,Republican,"14,381"
,DISTRICT TOTAL,General Assembly,21,Nancy Munoz,Republican,"19,783"
UNION,Berkeley Heights Twp.,General Assembly,21,Jill Anne Lazare,Democratic,777
UNION,Cranford Twp.,General Assembly,21,Jill Anne Lazare,Democratic,"1,979"
UNION,Garwood Boro,General Assembly,21,Jill Anne Lazare,Democratic,382
UNION,Kenilworth Boro,General Assembly,21,Jill Anne Lazare,Democratic,717
UNION,Mountainside Boro,General Assembly,21,Jill Anne Lazare,Democratic,382
UNION,New Providence Boro,General Assembly,21,Jill Anne Lazare,Democratic,446
UNION,Roselle Park Boro,General Assembly,21,Jill Anne Lazare,Democratic,821
UNION,Springfield Twp.,General Assembly,21,Jill Anne Lazare,Democratic,"1,282"
UNION,Summit City,General Assembly,21,Jill Anne Lazare,Democratic,"2,462"
UNION,Westfield Town,General Assembly,21,Jill Anne Lazare,Democratic,"1,910"
UNION,COUNTY TOTAL,General Assembly,21,Jill Anne Lazare,Democratic,"11,158"
,DISTRICT TOTAL,General Assembly,21,Jill Anne Lazare,Democratic,"13,804"
UNION,Berkeley Heights Twp.,General Assembly,21,David Barnett,Democratic,739
UNION,Cranford Twp.,General Assembly,21,David Barnett,Democratic,"1,938"
UNION,Garwood Boro,General Assembly,21,David Barnett,Democratic,385
UNION,Kenilworth Boro,General Assembly,21,David Barnett,Democratic,704
UNION,Mountainside Boro,General Assembly,21,David Barnett,Democratic,372
UNION,New Providence Boro,General Assembly,21,David Barnett,Democratic,413
UNION,Roselle Park Boro,General Assembly,21,David Barnett,Democratic,811
UNION,Springfield Twp.,General Assembly,21,David Barnett,Democratic,"1,294"
UNION,Summit City,General Assembly,21,David Barnett,Democratic,"2,279"
UNION,Westfield Town,General Assembly,21,David Barnett,Democratic,"1,874"
UNION,COUNTY TOTAL,General Assembly,21,David Barnett,Democratic,"10,809"
,DISTRICT TOTAL,General Assembly,21,David Barnett,Democratic,"13,378"
MIDDLESEX,Dunellen Boro,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,304
MIDDLESEX,Middlesex Boro,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,"1,146"
MIDDLESEX,COUNTY TOTAL,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,"1,450"
MIDDLESEX,Dunellen Boro,General Assembly,22,James J. Kennedy,Democratic,288
MIDDLESEX,Middlesex Boro,General Assembly,22,James J. Kennedy,Democratic,"1,111"
MIDDLESEX,COUNTY TOTAL,General Assembly,22,James J. Kennedy,Democratic,"1,399"
MIDDLESEX,Dunellen Boro,General Assembly,22,"William ""Bo"" Vastine",Republican,337
MIDDLESEX,Middlesex Boro,General Assembly,22,"William ""Bo"" Vastine",Republican,"1,116"
MIDDLESEX,COUNTY TOTAL,General Assembly,22,"William ""Bo"" Vastine",Republican,"1,453"
MIDDLESEX,Dunellen Boro,General Assembly,22,William H. Michelson,Republican,312
MIDDLESEX,Middlesex Boro,General Assembly,22,William H. Michelson,Republican,"1,070"
MIDDLESEX,COUNTY TOTAL,General Assembly,22,William H. Michelson,Republican,"1,382"
SOMERSET,Green Brook Twp.,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,331
SOMERSET,North Plainfield Boro,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,743
SOMERSET,COUNTY TOTAL,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,"1,074"
SOMERSET,Green Brook Twp.,General Assembly,22,James J. Kennedy,Democratic,329
SOMERSET,North Plainfield Boro,General Assembly,22,James J. Kennedy,Democratic,748
SOMERSET,COUNTY TOTAL,General Assembly,22,James J. Kennedy,Democratic,"1,077"
SOMERSET,Green Brook Twp.,General Assembly,22,"William ""Bo"" Vastine",Republican,444
SOMERSET,North Plainfield Boro,General Assembly,22,"William ""Bo"" Vastine",Republican,456
SOMERSET,COUNTY TOTAL,General Assembly,22,"William ""Bo"" Vastine",Republican,900
SOMERSET,Green Brook Twp.,General Assembly,22,William H. Michelson,Republican,443
SOMERSET,North Plainfield Boro,General Assembly,22,William H. Michelson,Republican,451
SOMERSET,COUNTY TOTAL,General Assembly,22,William H. Michelson,Republican,894
UNION,Clark Twp.,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,603
UNION,Fanwood Boro,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,618
UNION,Linden City,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,"2,339"
UNION,Plainfield City,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,"2,534"
UNION,Rahway City,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,"1,611"
UNION,Scotch Plains Twp.,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,"1,412"
UNION,Winfield Twp.,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,128
UNION,COUNTY TOTAL,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,"9,245"
,DISTRICT TOTAL,General Assembly,22,"Gerald ""Jerry"" Green",Democratic,"11,769"
UNION,Clark Twp.,General Assembly,22,James J. Kennedy,Democratic,607
UNION,Fanwood Boro,General Assembly,22,James J. Kennedy,Democratic,634
UNION,Linden City,General Assembly,22,James J. Kennedy,Democratic,"2,279"
UNION,Plainfield City,General Assembly,22,James J. Kennedy,Democratic,"2,874"
UNION,Rahway City,General Assembly,22,James J. Kennedy,Democratic,"1,651"
UNION,Scotch Plains Twp.,General Assembly,22,James J. Kennedy,Democratic,"1,441"
UNION,Winfield Twp.,General Assembly,22,James J. Kennedy,Democratic,125
UNION,COUNTY TOTAL,General Assembly,22,James J. Kennedy,Democratic,"9,611"
,DISTRICT TOTAL,General Assembly,22,James J. Kennedy,Democratic,"12,087"
UNION,Clark Twp.,General Assembly,22,"William ""Bo"" Vastine",Republican,"1,196"
UNION,Fanwood Boro,General Assembly,22,"William ""Bo"" Vastine",Republican,495
UNION,Linden City,General Assembly,22,"William ""Bo"" Vastine",Republican,827
UNION,Plainfield City,General Assembly,22,"William ""Bo"" Vastine",Republican,880
UNION,Rahway City,General Assembly,22,"William ""Bo"" Vastine",Republican,824
UNION,Scotch Plains Twp.,General Assembly,22,"William ""Bo"" Vastine",Republican,"1,403"
UNION,Winfield Twp.,General Assembly,22,"William ""Bo"" Vastine",Republican,98
UNION,COUNTY TOTAL,General Assembly,22,"William ""Bo"" Vastine",Republican,"5,723"
,DISTRICT TOTAL,General Assembly,22,"William ""Bo"" Vastine",Republican,"8,076"
UNION,Clark Twp.,General Assembly,22,William H. Michelson,Republican,"1,179"
UNION,Fanwood Boro,General Assembly,22,William H. Michelson,Republican,494
UNION,Linden City,General Assembly,22,William H. Michelson,Republican,793
UNION,Plainfield City,General Assembly,22,William H. Michelson,Republican,648
UNION,Rahway City,General Assembly,22,William H. Michelson,Republican,781
UNION,Scotch Plains Twp.,General Assembly,22,William H. Michelson,Republican,"1,396"
UNION,Winfield Twp.,General Assembly,22,William H. Michelson,Republican,99
UNION,COUNTY TOTAL,General Assembly,22,William H. Michelson,Republican,"5,390"
,DISTRICT TOTAL,General Assembly,22,William H. Michelson,Republican,"7,666"
HUNTERDON,Alexandria Twp.,General Assembly,23,Erik Peterson,Republican,356
HUNTERDON,Bethlehem Twp.,General Assembly,23,Erik Peterson,Republican,345
HUNTERDON,Bloomsbury Boro,General Assembly,23,Erik Peterson,Republican,66
HUNTERDON,Califon Boro,General Assembly,23,Erik Peterson,Republican,87
HUNTERDON,Clinton Town,General Assembly,23,Erik Peterson,Republican,240
HUNTERDON,Clinton Twp.,General Assembly,23,Erik Peterson,Republican,"1,087"
HUNTERDON,Franklin Twp.,General Assembly,23,Erik Peterson,Republican,351
HUNTERDON,Frenchtown Boro,General Assembly,23,Erik Peterson,Republican,182
HUNTERDON,Glen Gardner Boro,General Assembly,23,Erik Peterson,Republican,186
HUNTERDON,Hampton Boro,General Assembly,23,Erik Peterson,Republican,104
HUNTERDON,High Bridge Boro,General Assembly,23,Erik Peterson,Republican,362
HUNTERDON,Holland Twp.,General Assembly,23,Erik Peterson,Republican,310
HUNTERDON,Kingwood Twp.,General Assembly,23,Erik Peterson,Republican,280
HUNTERDON,Lebanon Boro,General Assembly,23,Erik Peterson,Republican,101
HUNTERDON,Lebanon Twp.,General Assembly,23,Erik Peterson,Republican,643
HUNTERDON,Milford Boro,General Assembly,23,Erik Peterson,Republican,116
HUNTERDON,Tewksbury Twp.,General Assembly,23,Erik Peterson,Republican,619
HUNTERDON,Union Twp.,General Assembly,23,Erik Peterson,Republican,444
HUNTERDON,COUNTY TOTAL,General Assembly,23,Erik Peterson,Republican,"5,879"
HUNTERDON,Alexandria Twp.,General Assembly,23,John DiMaio,Republican,350
HUNTERDON,Bethlehem Twp.,General Assembly,23,John DiMaio,Republican,350
HUNTERDON,Bloomsbury Boro,General Assembly,23,John DiMaio,Republican,68
HUNTERDON,Califon Boro,General Assembly,23,John DiMaio,Republican,84
HUNTERDON,Clinton Town,General Assembly,23,John DiMaio,Republican,229
HUNTERDON,Clinton Twp.,General Assembly,23,John DiMaio,Republican,"1,062"
HUNTERDON,Franklin Twp.,General Assembly,23,John DiMaio,Republican,325
HUNTERDON,Frenchtown Boro,General Assembly,23,John DiMaio,Republican,179
HUNTERDON,Glen Gardner Boro,General Assembly,23,John DiMaio,Republican,180
HUNTERDON,Hampton Boro,General Assembly,23,John DiMaio,Republican,100
HUNTERDON,High Bridge Boro,General Assembly,23,John DiMaio,Republican,352
HUNTERDON,Holland Twp.,General Assembly,23,John DiMaio,Republican,308
HUNTERDON,Kingwood Twp.,General Assembly,23,John DiMaio,Republican,280
HUNTERDON,Lebanon Boro,General Assembly,23,John DiMaio,Republican,99
HUNTERDON,Lebanon Twp.,General Assembly,23,John DiMaio,Republican,643
HUNTERDON,Milford Boro,General Assembly,23,John DiMaio,Republican,118
HUNTERDON,Tewksbury Twp.,General Assembly,23,John DiMaio,Republican,614
HUNTERDON,Union Twp.,General Assembly,23,John DiMaio,Republican,460
HUNTERDON,COUNTY TOTAL,General Assembly,23,John DiMaio,Republican,"5,801"
HUNTERDON,Alexandria Twp.,General Assembly,23,Maria Rodriguez,Democratic,121
HUNTERDON,Bethlehem Twp.,General Assembly,23,Maria Rodriguez,Democratic,189
HUNTERDON,Bloomsbury Boro,General Assembly,23,Maria Rodriguez,Democratic,26
HUNTERDON,Califon Boro,General Assembly,23,Maria Rodriguez,Democratic,85
HUNTERDON,Clinton Town,General Assembly,23,Maria Rodriguez,Democratic,145
HUNTERDON,Clinton Twp.,General Assembly,23,Maria Rodriguez,Democratic,510
HUNTERDON,Franklin Twp.,General Assembly,23,Maria Rodriguez,Democratic,99
HUNTERDON,Frenchtown Boro,General Assembly,23,Maria Rodriguez,Democratic,218
HUNTERDON,Glen Gardner Boro,General Assembly,23,Maria Rodriguez,Democratic,81
HUNTERDON,Hampton Boro,General Assembly,23,Maria Rodriguez,Democratic,41
HUNTERDON,High Bridge Boro,General Assembly,23,Maria Rodriguez,Democratic,247
HUNTERDON,Holland Twp.,General Assembly,23,Maria Rodriguez,Democratic,130
HUNTERDON,Kingwood Twp.,General Assembly,23,Maria Rodriguez,Democratic,133
HUNTERDON,Lebanon Boro,General Assembly,23,Maria Rodriguez,Democratic,52
HUNTERDON,Lebanon Twp.,General Assembly,23,Maria Rodriguez,Democratic,237
HUNTERDON,Milford Boro,General Assembly,23,Maria Rodriguez,Democratic,74
HUNTERDON,Tewksbury Twp.,General Assembly,23,Maria Rodriguez,Democratic,216
HUNTERDON,Union Twp.,General Assembly,23,Maria Rodriguez,Democratic,168
HUNTERDON,COUNTY TOTAL,General Assembly,23,Maria Rodriguez,Democratic,"2,772"
HUNTERDON,Alexandria Twp.,General Assembly,23,MaryBeth Maciag,Democratic,120
HUNTERDON,Bethlehem Twp.,General Assembly,23,MaryBeth Maciag,Democratic,181
HUNTERDON,Bloomsbury Boro,General Assembly,23,MaryBeth Maciag,Democratic,26
HUNTERDON,Califon Boro,General Assembly,23,MaryBeth Maciag,Democratic,85
HUNTERDON,Clinton Town,General Assembly,23,MaryBeth Maciag,Democratic,143
HUNTERDON,Clinton Twp.,General Assembly,23,MaryBeth Maciag,Democratic,496
HUNTERDON,Franklin Twp.,General Assembly,23,MaryBeth Maciag,Democratic,102
HUNTERDON,Frenchtown Boro,General Assembly,23,MaryBeth Maciag,Democratic,205
HUNTERDON,Glen Gardner Boro,General Assembly,23,MaryBeth Maciag,Democratic,91
HUNTERDON,Hampton Boro,General Assembly,23,MaryBeth Maciag,Democratic,38
HUNTERDON,High Bridge Boro,General Assembly,23,MaryBeth Maciag,Democratic,239
HUNTERDON,Holland Twp.,General Assembly,23,MaryBeth Maciag,Democratic,134
HUNTERDON,Kingwood Twp.,General Assembly,23,MaryBeth Maciag,Democratic,123
HUNTERDON,Lebanon Boro,General Assembly,23,MaryBeth Maciag,Democratic,48
