county,municipality,office,district,candidate,party,votes
MONMOUTH,Bradley Beach Boro,General Assembly,30,Jim Keady,Democratic,259
MONMOUTH,Brielle Boro,General Assembly,30,Jim Keady,Democratic,241
MONMOUTH,Farmingdale Boro,General Assembly,30,Jim Keady,Democratic,136
MONMOUTH,Howell Twp.,General Assembly,30,Jim Keady,Democratic,"1,950"
MONMOUTH,Lake Como Boro,General Assembly,30,Jim Keady,Democratic,111
MONMOUTH,Manasquan Boro,General Assembly,30,Jim Keady,Democratic,496
MONMOUTH,Sea Girt Boro,General Assembly,30,Jim Keady,Democratic,70
MONMOUTH,Spring Lake Boro,General Assembly,30,Jim Keady,Democratic,306
MONMOUTH,Spring Lake Heights Boro,General Assembly,30,Jim Keady,Democratic,515
MONMOUTH,Wall Twp.,General Assembly,30,Jim Keady,Democratic,"1,236"
MONMOUTH,COUNTY TOTAL,General Assembly,30,Jim Keady,Democratic,"6,285"
MONMOUTH,Avon-by-the-Sea Boro,General Assembly,30,Lorna Phillipson,Democratic,152
MONMOUTH,Belmar Boro,General Assembly,30,Lorna Phillipson,Democratic,572
MONMOUTH,Bradley Beach Boro,General Assembly,30,Lorna Phillipson,Democratic,227
MONMOUTH,Brielle Boro,General Assembly,30,Lorna Phillipson,Democratic,198
MONMOUTH,Farmingdale Boro,General Assembly,30,Lorna Phillipson,Democratic,115
MONMOUTH,Howell Twp.,General Assembly,30,Lorna Phillipson,Democratic,"1,799"
MONMOUTH,Lake Como Boro,General Assembly,30,Lorna Phillipson,Democratic,99
MONMOUTH,Manasquan Boro,General Assembly,30,Lorna Phillipson,Democratic,378
MONMOUTH,Sea Girt Boro,General Assembly,30,Lorna Phillipson,Democratic,64
MONMOUTH,Spring Lake Boro,General Assembly,30,Lorna Phillipson,Democratic,256
MONMOUTH,Spring Lake Heights Boro,General Assembly,30,Lorna Phillipson,Democratic,471
MONMOUTH,Wall Twp.,General Assembly,30,Lorna Phillipson,Democratic,"1,001"
MONMOUTH,COUNTY TOTAL,General Assembly,30,Lorna Phillipson,Democratic,"5,332"
MONMOUTH,Avon-by-the-Sea Boro,General Assembly,30,Hank Schroeder,Economic Growth,19
MONMOUTH,Belmar Boro,General Assembly,30,Hank Schroeder,Economic Growth,74
MONMOUTH,Bradley Beach Boro,General Assembly,30,Hank Schroeder,Economic Growth,22
MONMOUTH,Brielle Boro,General Assembly,30,Hank Schroeder,Economic Growth,66
MONMOUTH,Farmingdale Boro,General Assembly,30,Hank Schroeder,Economic Growth,5
MONMOUTH,Howell Twp.,General Assembly,30,Hank Schroeder,Economic Growth,232
MONMOUTH,Lake Como Boro,General Assembly,30,Hank Schroeder,Economic Growth,21
MONMOUTH,Manasquan Boro,General Assembly,30,Hank Schroeder,Economic Growth,89
MONMOUTH,Sea Girt Boro,General Assembly,30,Hank Schroeder,Economic Growth,16
MONMOUTH,Spring Lake Boro,General Assembly,30,Hank Schroeder,Economic Growth,27
MONMOUTH,Spring Lake Heights Boro,General Assembly,30,Hank Schroeder,Economic Growth,44
MONMOUTH,Wall Twp.,General Assembly,30,Hank Schroeder,Economic Growth,309
MONMOUTH,COUNTY TOTAL,General Assembly,30,Hank Schroeder,Economic Growth,924
OCEAN,Lakewood Twp.,General Assembly,30,Sean T. Kean,Republican,"7,067"
OCEAN,Point Pleasant Boro,General Assembly,30,Sean T. Kean,Republican,"1,914"
OCEAN,COUNTY TOTAL,General Assembly,30,Sean T. Kean,Republican,"8,981"
,DISTRICT TOTAL,General Assembly,30,Sean T. Kean,Republican,"19,826"
OCEAN,Lakewood Twp.,General Assembly,30,David P. Rible,Republican,"6,867"
OCEAN,Point Pleasant Boro,General Assembly,30,David P. Rible,Republican,"1,854"
OCEAN,COUNTY TOTAL,General Assembly,30,David P. Rible,Republican,"8,721"
,DISTRICT TOTAL,General Assembly,30,David P. Rible,Republican,"19,459"
OCEAN,Lakewood Twp.,General Assembly,30,Jim Keady,Democratic,"1,709"
OCEAN,Point Pleasant Boro,General Assembly,30,Jim Keady,Democratic,"1,154"
OCEAN,COUNTY TOTAL,General Assembly,30,Jim Keady,Democratic,"2,863"
,DISTRICT TOTAL,General Assembly,30,Jim Keady,Democratic,"9,148"
OCEAN,Lakewood Twp.,General Assembly,30,Lorna Phillipson,Democratic,"1,479"
OCEAN,Point Pleasant Boro,General Assembly,30,Lorna Phillipson,Democratic,"1,056"
OCEAN,COUNTY TOTAL,General Assembly,30,Lorna Phillipson,Democratic,"2,535"
,DISTRICT TOTAL,General Assembly,30,Lorna Phillipson,Democratic,"7,867"
OCEAN,Lakewood Twp.,General Assembly,30,Hank Schroeder,Economic Growth,67
OCEAN,Point Pleasant Boro,General Assembly,30,Hank Schroeder,Economic Growth,110
OCEAN,COUNTY TOTAL,General Assembly,30,Hank Schroeder,Economic Growth,177
,DISTRICT TOTAL,General Assembly,30,Hank Schroeder,Economic Growth,"1,101"
HUDSON,Bayonne City,General Assembly,31,Angela V. McKnight,Democratic,"2,980"
HUDSON,Jersey City,General Assembly,31,Angela V. McKnight,Democratic,"6,617"
HUDSON,COUNTY TOTAL,General Assembly,31,Angela V. McKnight,Democratic,"9,597"
,DISTRICT TOTAL,General Assembly,31,Angela V. McKnight,Democratic,"9,597"
HUDSON,Bayonne City,General Assembly,31,Nicholas Chiaravalloti,Democratic,"3,302"
HUDSON,Jersey City,General Assembly,31,Nicholas Chiaravalloti,Democratic,"5,910"
HUDSON,COUNTY TOTAL,General Assembly,31,Nicholas Chiaravalloti,Democratic,"9,212"
,DISTRICT TOTAL,General Assembly,31,Nicholas Chiaravalloti,Democratic,"9,212"
HUDSON,Bayonne City,General Assembly,31,Matthew Kopko,Republican,"2,237"
HUDSON,Jersey City,General Assembly,31,Matthew Kopko,Republican,"1,635"
HUDSON,COUNTY TOTAL,General Assembly,31,Matthew Kopko,Republican,"3,872"
,DISTRICT TOTAL,General Assembly,31,Matthew Kopko,Republican,"3,872"
HUDSON,Bayonne City,General Assembly,31,Herminio Mendoza,Republican,"1,325"
HUDSON,Jersey City,General Assembly,31,Herminio Mendoza,Republican,"1,278"
HUDSON,COUNTY TOTAL,General Assembly,31,Herminio Mendoza,Republican,"2,603"
,DISTRICT TOTAL,General Assembly,31,Herminio Mendoza,Republican,"2,603"
HUDSON,Bayonne City,General Assembly,31,Anthony Zanowic,Your Independent Leadership,616
HUDSON,Jersey City,General Assembly,31,Anthony Zanowic,Your Independent Leadership,342
HUDSON,COUNTY TOTAL,General Assembly,31,Anthony Zanowic,Your Independent Leadership,958
,DISTRICT TOTAL,General Assembly,31,Anthony Zanowic,Your Independent Leadership,958
HUDSON,Bayonne City,General Assembly,31,Alejandro Rodriguez,Your Independent Leadership,50
HUDSON,Jersey City,General Assembly,31,Alejandro Rodriguez,Your Independent Leadership,42
HUDSON,COUNTY TOTAL,General Assembly,31,Alejandro Rodriguez,Your Independent Leadership,93
,DISTRICT TOTAL,General Assembly,31,Alejandro Rodriguez,Your Independent Leadership,93
BERGEN,Edgewater Boro,General Assembly,32,Vincent Prieto,Democratic,610
BERGEN,Fairview Boro,General Assembly,32,Vincent Prieto,Democratic,842
BERGEN,COUNTY TOTAL,General Assembly,32,Vincent Prieto,Democratic,"1,452"
BERGEN,Edgewater Boro,General Assembly,32,Angelica M. Jimenez,Democratic,599
BERGEN,Fairview Boro,General Assembly,32,Angelica M. Jimenez,Democratic,834
BERGEN,COUNTY TOTAL,General Assembly,32,Angelica M. Jimenez,Democratic,"1,433"
BERGEN,Edgewater Boro,General Assembly,32,LisaMarie Tusa,Republican,179
BERGEN,Fairview Boro,General Assembly,32,LisaMarie Tusa,Republican,171
BERGEN,COUNTY TOTAL,General Assembly,32,LisaMarie Tusa,Republican,350
BERGEN,Edgewater Boro,General Assembly,32,Frank Miqueli,Republican,177
BERGEN,Fairview Boro,General Assembly,32,Frank Miqueli,Republican,161
BERGEN,COUNTY TOTAL,General Assembly,32,Frank Miqueli,Republican,338
HUDSON,East Newark Boro,General Assembly,32,Vincent Prieto,Democratic,120
HUDSON,Guttenberg Town,General Assembly,32,Vincent Prieto,Democratic,385
HUDSON,Harrison Town,General Assembly,32,Vincent Prieto,Democratic,771
HUDSON,Kearny Town,General Assembly,32,Vincent Prieto,Democratic,900
HUDSON,North Bergen Twp.,General Assembly,32,Vincent Prieto,Democratic,"5,569"
HUDSON,Secaucus Town,General Assembly,32,Vincent Prieto,Democratic,"1,837"
HUDSON,West New York Town,General Assembly,32,Vincent Prieto,Democratic,"1,242"
HUDSON,COUNTY TOTAL,General Assembly,32,Vincent Prieto,Democratic,"10,824"
,DISTRICT TOTAL,General Assembly,32,Vincent Prieto,Democratic,"12,276"
HUDSON,East Newark Boro,General Assembly,32,Angelica M. Jimenez,Democratic,119
HUDSON,Guttenberg Town,General Assembly,32,Angelica M. Jimenez,Democratic,387
HUDSON,Harrison Town,General Assembly,32,Angelica M. Jimenez,Democratic,750
HUDSON,Kearny Town,General Assembly,32,Angelica M. Jimenez,Democratic,911
HUDSON,North Bergen Twp.,General Assembly,32,Angelica M. Jimenez,Democratic,"5,520"
HUDSON,Secaucus Town,General Assembly,32,Angelica M. Jimenez,Democratic,"1,439"
HUDSON,West New York Town,General Assembly,32,Angelica M. Jimenez,Democratic,"1,246"
HUDSON,COUNTY TOTAL,General Assembly,32,Angelica M. Jimenez,Democratic,"10,372"
,DISTRICT TOTAL,General Assembly,32,Angelica M. Jimenez,Democratic,"11,805"
HUDSON,East Newark Boro,General Assembly,32,LisaMarie Tusa,Republican,9
HUDSON,Guttenberg Town,General Assembly,32,LisaMarie Tusa,Republican,110
HUDSON,Harrison Town,General Assembly,32,LisaMarie Tusa,Republican,130
HUDSON,Kearny Town,General Assembly,32,LisaMarie Tusa,Republican,366
HUDSON,North Bergen Twp.,General Assembly,32,LisaMarie Tusa,Republican,570
HUDSON,Secaucus Town,General Assembly,32,LisaMarie Tusa,Republican,264
HUDSON,West New York Town,General Assembly,32,LisaMarie Tusa,Republican,424
HUDSON,COUNTY TOTAL,General Assembly,32,LisaMarie Tusa,Republican,"1,873"
,DISTRICT TOTAL,General Assembly,32,LisaMarie Tusa,Republican,"2,223"
HUDSON,East Newark Boro,General Assembly,32,Frank Miqueli,Republican,8
HUDSON,Guttenberg Town,General Assembly,32,Frank Miqueli,Republican,106
HUDSON,Harrison Town,General Assembly,32,Frank Miqueli,Republican,114
HUDSON,Kearny Town,General Assembly,32,Frank Miqueli,Republican,333
HUDSON,North Bergen Twp.,General Assembly,32,Frank Miqueli,Republican,541
HUDSON,Secaucus Town,General Assembly,32,Frank Miqueli,Republican,303
HUDSON,West New York Town,General Assembly,32,Frank Miqueli,Republican,469
HUDSON,COUNTY TOTAL,General Assembly,32,Frank Miqueli,Republican,"1,874"
,DISTRICT TOTAL,General Assembly,32,Frank Miqueli,Republican,"2,212"
HUDSON,Hoboken City,General Assembly,33,Raj Mukherji,Democratic,"3,309"
HUDSON,Jersey City,General Assembly,33,Raj Mukherji,Democratic,"3,095"
HUDSON,Union City,General Assembly,33,Raj Mukherji,Democratic,"4,755"
HUDSON,Weehawken Twp.,General Assembly,33,Raj Mukherji,Democratic,819
HUDSON,COUNTY TOTAL,General Assembly,33,Raj Mukherji,Democratic,"11,978"
,DISTRICT TOTAL,General Assembly,33,Raj Mukherji,Democratic,"11,978"
HUDSON,Hoboken City,General Assembly,33,Annette Chaparro,Democratic,"3,735"
HUDSON,Jersey City,General Assembly,33,Annette Chaparro,Democratic,"3,062"
HUDSON,Union City,General Assembly,33,Annette Chaparro,Democratic,"4,745"
HUDSON,Weehawken Twp.,General Assembly,33,Annette Chaparro,Democratic,796
HUDSON,COUNTY TOTAL,General Assembly,33,Annette Chaparro,Democratic,"12,338"
,DISTRICT TOTAL,General Assembly,33,Annette Chaparro,Democratic,"12,338"
HUDSON,Hoboken City,General Assembly,33,Garrett P. Simulcik Jr.,Republican,"1,714"
HUDSON,Jersey City,General Assembly,33,Garrett P. Simulcik Jr.,Republican,917
HUDSON,Union City,General Assembly,33,Garrett P. Simulcik Jr.,Republican,739
HUDSON,Weehawken Twp.,General Assembly,33,Garrett P. Simulcik Jr.,Republican,186
HUDSON,COUNTY TOTAL,General Assembly,33,Garrett P. Simulcik Jr.,Republican,"3,556"
,DISTRICT TOTAL,General Assembly,33,Garrett P. Simulcik Jr.,Republican,"3,556"
HUDSON,Hoboken City,General Assembly,33,Javier Sosa,Republican,"1,548"
HUDSON,Jersey City,General Assembly,33,Javier Sosa,Republican,796
HUDSON,Union City,General Assembly,33,Javier Sosa,Republican,720
HUDSON,Weehawken Twp.,General Assembly,33,Javier Sosa,Republican,196
HUDSON,COUNTY TOTAL,General Assembly,33,Javier Sosa,Republican,"3,260"
,DISTRICT TOTAL,General Assembly,33,Javier Sosa,Republican,"3,260"
ESSEX,City of Orange Twp.,General Assembly,34,Sheila Y. Oliver,Democratic,"1,495"
ESSEX,East Orange City,General Assembly,34,Sheila Y. Oliver,Democratic,"4,634"
ESSEX,Montclair Twp.,General Assembly,34,Sheila Y. Oliver,Democratic,"3,162"
ESSEX,COUNTY TOTAL,General Assembly,34,Sheila Y. Oliver,Democratic,"9,291"
ESSEX,City of Orange Twp.,General Assembly,34,Thomas P. Giblin,Democratic,"1,509"
ESSEX,East Orange City,General Assembly,34,Thomas P. Giblin,Democratic,"4,493"
ESSEX,Montclair Twp.,General Assembly,34,Thomas P. Giblin,Democratic,"3,164"
ESSEX,COUNTY TOTAL,General Assembly,34,Thomas P. Giblin,Democratic,"9,166"
ESSEX,City of Orange Twp.,General Assembly,34,John M. Traier,Republican,59
ESSEX,East Orange City,General Assembly,34,John M. Traier,Republican,103
ESSEX,Montclair Twp.,General Assembly,34,John M. Traier,Republican,409
ESSEX,COUNTY TOTAL,General Assembly,34,John M. Traier,Republican,571
ESSEX,City of Orange Twp.,General Assembly,34,Clenard H. Childress Jr.,Republican,71
ESSEX,East Orange City,General Assembly,34,Clenard H. Childress Jr.,Republican,247
ESSEX,Montclair Twp.,General Assembly,34,Clenard H. Childress Jr.,Republican,165
ESSEX,COUNTY TOTAL,General Assembly,34,Clenard H. Childress Jr.,Republican,483
PASSAIC,Clifton City,General Assembly,34,Sheila Y. Oliver,Democratic,"4,003"
PASSAIC,COUNTY TOTAL,General Assembly,34,Sheila Y. Oliver,Democratic,"4,003"
,DISTRICT TOTAL,General Assembly,34,Sheila Y. Oliver,Democratic,"13,294"
PASSAIC,Clifton City,General Assembly,34,Thomas P. Giblin,Democratic,"4,270"
PASSAIC,COUNTY TOTAL,General Assembly,34,Thomas P. Giblin,Democratic,"4,270"
,DISTRICT TOTAL,General Assembly,34,Thomas P. Giblin,Democratic,"13,436"
PASSAIC,Clifton City,General Assembly,34,John M. Traier,Republican,"3,454"
PASSAIC,COUNTY TOTAL,General Assembly,34,John M. Traier,Republican,"3,454"
,DISTRICT TOTAL,General Assembly,34,John M. Traier,Republican,"4,025"
PASSAIC,Clifton City,General Assembly,34,Clenard H. Childress Jr.,Republican,494
PASSAIC,COUNTY TOTAL,General Assembly,34,Clenard H. Childress Jr.,Republican,494
,DISTRICT TOTAL,General Assembly,34,Clenard H. Childress Jr.,Republican,977
BERGEN,Elmwood Park Boro,General Assembly,35,Shavonda E. Sumter,Democratic,"1,485"
BERGEN,Garfield City,General Assembly,35,Shavonda E. Sumter,Democratic,867
BERGEN,COUNTY TOTAL,General Assembly,35,Shavonda E. Sumter,Democratic,"2,352"
BERGEN,Elmwood Park Boro,General Assembly,35,Benjie E. Wimberly,Democratic,"1,486"
BERGEN,Garfield City,General Assembly,35,Benjie E. Wimberly,Democratic,874
BERGEN,COUNTY TOTAL,General Assembly,35,Benjie E. Wimberly,Democratic,"2,360"
BERGEN,Elmwood Park Boro,General Assembly,35,David Jimenez,Republican,"1,382"
BERGEN,Garfield City,General Assembly,35,David Jimenez,Republican,421
BERGEN,COUNTY TOTAL,General Assembly,35,David Jimenez,Republican,"1,803"
BERGEN,Elmwood Park Boro,General Assembly,35,Ilia Villanueva,Republican,"1,318"
BERGEN,Garfield City,General Assembly,35,Ilia Villanueva,Republican,389
BERGEN,COUNTY TOTAL,General Assembly,35,Ilia Villanueva,Republican,"1,707"
PASSAIC,Haledon Boro,General Assembly,35,Shavonda E. Sumter,Democratic,504
PASSAIC,North Haledon Boro,General Assembly,35,Shavonda E. Sumter,Democratic,515
PASSAIC,Paterson City,General Assembly,35,Shavonda E. Sumter,Democratic,"8,177"
PASSAIC,Prospect Park Boro,General Assembly,35,Shavonda E. Sumter,Democratic,356
PASSAIC,COUNTY TOTAL,General Assembly,35,Shavonda E. Sumter,Democratic,"9,552"
,DISTRICT TOTAL,General Assembly,35,Shavonda E. Sumter,Democratic,"11,904"
PASSAIC,Haledon Boro,General Assembly,35,Benjie E. Wimberly,Democratic,494
PASSAIC,North Haledon Boro,General Assembly,35,Benjie E. Wimberly,Democratic,514
PASSAIC,Paterson City,General Assembly,35,Benjie E. Wimberly,Democratic,"8,183"
PASSAIC,Prospect Park Boro,General Assembly,35,Benjie E. Wimberly,Democratic,354
PASSAIC,COUNTY TOTAL,General Assembly,35,Benjie E. Wimberly,Democratic,"9,545"
,DISTRICT TOTAL,General Assembly,35,Benjie E. Wimberly,Democratic,"11,905"
PASSAIC,Haledon Boro,General Assembly,35,David Jimenez,Republican,266
PASSAIC,North Haledon Boro,General Assembly,35,David Jimenez,Republican,"1,217"
PASSAIC,Paterson City,General Assembly,35,David Jimenez,Republican,"1,071"
PASSAIC,Prospect Park Boro,General Assembly,35,David Jimenez,Republican,165
PASSAIC,COUNTY TOTAL,General Assembly,35,David Jimenez,Republican,"2,719"
,DISTRICT TOTAL,General Assembly,35,David Jimenez,Republican,"4,522"
PASSAIC,Haledon Boro,General Assembly,35,Ilia Villanueva,Republican,252
PASSAIC,North Haledon Boro,General Assembly,35,Ilia Villanueva,Republican,"1,218"
PASSAIC,Paterson City,General Assembly,35,Ilia Villanueva,Republican,"1,000"
PASSAIC,Prospect Park Boro,General Assembly,35,Ilia Villanueva,Republican,156
PASSAIC,COUNTY TOTAL,General Assembly,35,Ilia Villanueva,Republican,"2,626"
,DISTRICT TOTAL,General Assembly,35,Ilia Villanueva,Republican,"4,333"
BERGEN,Carlstadt Boro,General Assembly,36,Gary Schaer,Democratic,543
BERGEN,Cliffside Park Boro,General Assembly,36,Gary Schaer,Democratic,"2,122"
BERGEN,East Rutherford Boro,General Assembly,36,Gary Schaer,Democratic,405
BERGEN,Little Ferry Boro,General Assembly,36,Gary Schaer,Democratic,936
BERGEN,Lyndhurst Twp.,General Assembly,36,Gary Schaer,Democratic,"1,066"
BERGEN,Moonachie Boro,General Assembly,36,Gary Schaer,Democratic,207
BERGEN,North Arlington Boro,General Assembly,36,Gary Schaer,Democratic,"1,190"
BERGEN,Ridgefield Boro,General Assembly,36,Gary Schaer,Democratic,"1,081"
BERGEN,Ridgefield Park Village,General Assembly,36,Gary Schaer,Democratic,560
BERGEN,Rutherford Boro,General Assembly,36,Gary Schaer,Democratic,"1,798"
BERGEN,South Hackensack Twp.,General Assembly,36,Gary Schaer,Democratic,215
BERGEN,Teterboro Boro,General Assembly,36,Gary Schaer,Democratic,4
BERGEN,Wallington Boro,General Assembly,36,Gary Schaer,Democratic,650
BERGEN,Wood-Ridge Boro,General Assembly,36,Gary Schaer,Democratic,951
BERGEN,COUNTY TOTAL,General Assembly,36,Gary Schaer,Democratic,"11,728"
BERGEN,Carlstadt Boro,General Assembly,36,Marlene Caride,Democratic,543
BERGEN,Cliffside Park Boro,General Assembly,36,Marlene Caride,Democratic,"2,107"
BERGEN,East Rutherford Boro,General Assembly,36,Marlene Caride,Democratic,386
BERGEN,Little Ferry Boro,General Assembly,36,Marlene Caride,Democratic,947
BERGEN,Lyndhurst Twp.,General Assembly,36,Marlene Caride,Democratic,"1,013"
BERGEN,Moonachie Boro,General Assembly,36,Marlene Caride,Democratic,223
BERGEN,North Arlington Boro,General Assembly,36,Marlene Caride,Democratic,"1,142"
BERGEN,Ridgefield Boro,General Assembly,36,Marlene Caride,Democratic,"1,107"
BERGEN,Ridgefield Park Village,General Assembly,36,Marlene Caride,Democratic,556
BERGEN,Rutherford Boro,General Assembly,36,Marlene Caride,Democratic,"1,768"
BERGEN,South Hackensack Twp.,General Assembly,36,Marlene Caride,Democratic,208
BERGEN,Teterboro Boro,General Assembly,36,Marlene Caride,Democratic,4
BERGEN,Wallington Boro,General Assembly,36,Marlene Caride,Democratic,613
BERGEN,Wood-Ridge Boro,General Assembly,36,Marlene Caride,Democratic,949
BERGEN,COUNTY TOTAL,General Assembly,36,Marlene Caride,Democratic,"11,566"
BERGEN,Carlstadt Boro,General Assembly,36,Forrest Elliott Jr.,Republican,686
BERGEN,Cliffside Park Boro,General Assembly,36,Forrest Elliott Jr.,Republican,540
BERGEN,East Rutherford Boro,General Assembly,36,Forrest Elliott Jr.,Republican,412
BERGEN,Little Ferry Boro,General Assembly,36,Forrest Elliott Jr.,Republican,412
BERGEN,Lyndhurst Twp.,General Assembly,36,Forrest Elliott Jr.,Republican,613
BERGEN,Moonachie Boro,General Assembly,36,Forrest Elliott Jr.,Republican,83
BERGEN,North Arlington Boro,General Assembly,36,Forrest Elliott Jr.,Republican,919
BERGEN,Ridgefield Boro,General Assembly,36,Forrest Elliott Jr.,Republican,746
BERGEN,Ridgefield Park Village,General Assembly,36,Forrest Elliott Jr.,Republican,280
BERGEN,Rutherford Boro,General Assembly,36,Forrest Elliott Jr.,Republican,"1,512"
BERGEN,South Hackensack Twp.,General Assembly,36,Forrest Elliott Jr.,Republican,117
BERGEN,Teterboro Boro,General Assembly,36,Forrest Elliott Jr.,Republican,3
BERGEN,Wallington Boro,General Assembly,36,Forrest Elliott Jr.,Republican,608
BERGEN,Wood-Ridge Boro,General Assembly,36,Forrest Elliott Jr.,Republican,510
BERGEN,COUNTY TOTAL,General Assembly,36,Forrest Elliott Jr.,Republican,"7,441"
BERGEN,Carlstadt Boro,General Assembly,36,James A. Lenoy,Republican,765
BERGEN,Cliffside Park Boro,General Assembly,36,James A. Lenoy,Republican,506
BERGEN,East Rutherford Boro,General Assembly,36,James A. Lenoy,Republican,401
BERGEN,Little Ferry Boro,General Assembly,36,James A. Lenoy,Republican,388
BERGEN,Lyndhurst Twp.,General Assembly,36,James A. Lenoy,Republican,568
BERGEN,Moonachie Boro,General Assembly,36,James A. Lenoy,Republican,73
BERGEN,North Arlington Boro,General Assembly,36,James A. Lenoy,Republican,905
BERGEN,Ridgefield Boro,General Assembly,36,James A. Lenoy,Republican,705
BERGEN,Ridgefield Park Village,General Assembly,36,James A. Lenoy,Republican,257
BERGEN,Rutherford Boro,General Assembly,36,James A. Lenoy,Republican,"1,452"
BERGEN,South Hackensack Twp.,General Assembly,36,James A. Lenoy,Republican,113
BERGEN,Teterboro Boro,General Assembly,36,James A. Lenoy,Republican,3
BERGEN,Wallington Boro,General Assembly,36,James A. Lenoy,Republican,578
BERGEN,Wood-Ridge Boro,General Assembly,36,James A. Lenoy,Republican,439
BERGEN,COUNTY TOTAL,General Assembly,36,James A. Lenoy,Republican,"7,153"
BERGEN,Carlstadt Boro,General Assembly,36,Jeff Boss,NSA Did 911,26
BERGEN,Cliffside Park Boro,General Assembly,36,Jeff Boss,NSA Did 911,38
BERGEN,East Rutherford Boro,General Assembly,36,Jeff Boss,NSA Did 911,21
BERGEN,Little Ferry Boro,General Assembly,36,Jeff Boss,NSA Did 911,55
BERGEN,Lyndhurst Twp.,General Assembly,36,Jeff Boss,NSA Did 911,44
BERGEN,Moonachie Boro,General Assembly,36,Jeff Boss,NSA Did 911,9
BERGEN,North Arlington Boro,General Assembly,36,Jeff Boss,NSA Did 911,32
BERGEN,Ridgefield Boro,General Assembly,36,Jeff Boss,NSA Did 911,25
BERGEN,Ridgefield Park Village,General Assembly,36,Jeff Boss,NSA Did 911,21
BERGEN,Rutherford Boro,General Assembly,36,Jeff Boss,NSA Did 911,56
BERGEN,South Hackensack Twp.,General Assembly,36,Jeff Boss,NSA Did 911,3
BERGEN,Teterboro Boro,General Assembly,36,Jeff Boss,NSA Did 911,0
BERGEN,Wallington Boro,General Assembly,36,Jeff Boss,NSA Did 911,26
BERGEN,Wood-Ridge Boro,General Assembly,36,Jeff Boss,NSA Did 911,14
BERGEN,COUNTY TOTAL,General Assembly,36,Jeff Boss,NSA Did 911,370
PASSAIC,Passaic City,General Assembly,36,Gary Schaer,Democratic,"3,397"
PASSAIC,COUNTY TOTAL,General Assembly,36,Gary Schaer,Democratic,"3,397"
,DISTRICT TOTAL,General Assembly,36,Gary Schaer,Democratic,"15,125"
PASSAIC,Passaic City,General Assembly,36,Marlene Caride,Democratic,"3,222"
PASSAIC,COUNTY TOTAL,General Assembly,36,Marlene Caride,Democratic,"3,222"
,DISTRICT TOTAL,General Assembly,36,Marlene Caride,Democratic,"14,788"
PASSAIC,Passaic City,General Assembly,36,Forrest Elliott Jr.,Republican,394
PASSAIC,COUNTY TOTAL,General Assembly,36,Forrest Elliott Jr.,Republican,394
,DISTRICT TOTAL,General Assembly,36,Forrest Elliott Jr.,Republican,"7,835"
PASSAIC,Passaic City,General Assembly,36,James A. Lenoy,Republican,357
PASSAIC,COUNTY TOTAL,General Assembly,36,James A. Lenoy,Republican,357
,DISTRICT TOTAL,General Assembly,36,James A. Lenoy,Republican,"7,510"
PASSAIC,Passaic City,General Assembly,36,Jeff Boss,NSA Did 911,60
PASSAIC,COUNTY TOTAL,General Assembly,36,Jeff Boss,NSA Did 911,60
,DISTRICT TOTAL,General Assembly,36,Jeff Boss,NSA Did 911,430
BERGEN,Alpine Boro,General Assembly,37,Gordon M. Johnson,Democratic,88
BERGEN,Bogota Boro,General Assembly,37,Gordon M. Johnson,Democratic,859
BERGEN,Cresskill Boro,General Assembly,37,Gordon M. Johnson,Democratic,455
BERGEN,Englewood City,General Assembly,37,Gordon M. Johnson,Democratic,"3,094"
BERGEN,Englewood Cliffs Boro,General Assembly,37,Gordon M. Johnson,Democratic,717
BERGEN,Fort Lee Boro,General Assembly,37,Gordon M. Johnson,Democratic,"2,873"
BERGEN,Hackensack City,General Assembly,37,Gordon M. Johnson,Democratic,"2,895"
BERGEN,Leonia Boro,General Assembly,37,Gordon M. Johnson,Democratic,788
BERGEN,Northvale Boro,General Assembly,37,Gordon M. Johnson,Democratic,334
BERGEN,Palisades Park Boro,General Assembly,37,Gordon M. Johnson,Democratic,730
BERGEN,Rockleigh Boro,General Assembly,37,Gordon M. Johnson,Democratic,9
BERGEN,Teaneck Twp.,General Assembly,37,Gordon M. Johnson,Democratic,"4,522"
BERGEN,Tenafly Boro,General Assembly,37,Gordon M. Johnson,Democratic,"1,505"
BERGEN,COUNTY TOTAL,General Assembly,37,Gordon M. Johnson,Democratic,"18,869"
,DISTRICT TOTAL,General Assembly,37,Gordon M. Johnson,Democratic,"18,869"
BERGEN,Alpine Boro,General Assembly,37,Valerie Vainieri Huttle,Democratic,105
BERGEN,Bogota Boro,General Assembly,37,Valerie Vainieri Huttle,Democratic,868
BERGEN,Cresskill Boro,General Assembly,37,Valerie Vainieri Huttle,Democratic,481
BERGEN,Englewood City,General Assembly,37,Valerie Vainieri Huttle,Democratic,"3,087"
BERGEN,Englewood Cliffs Boro,General Assembly,37,Valerie Vainieri Huttle,Democratic,724
BERGEN,Fort Lee Boro,General Assembly,37,Valerie Vainieri Huttle,Democratic,"2,892"
BERGEN,Hackensack City,General Assembly,37,Valerie Vainieri Huttle,Democratic,"2,869"
BERGEN,Leonia Boro,General Assembly,37,Valerie Vainieri Huttle,Democratic,800
BERGEN,Northvale Boro,General Assembly,37,Valerie Vainieri Huttle,Democratic,339
BERGEN,Palisades Park Boro,General Assembly,37,Valerie Vainieri Huttle,Democratic,702
