county,precinct,office,district,party,candidate,votes,election_day,mail,military,provisional,emergency
Sussex,0017 FRANKFORD TWP 3,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0018 FRANKFORD TWP 4,,,,Registered Voters,1259,,,,,
Sussex,0018 FRANKFORD TWP 4,,,,Ballots Cast,772,674,93,0,5,0
Sussex,0018 FRANKFORD TWP 4,U.S. Senate,,REP,Bob Hugin,530,480,48,0,2,0
Sussex,0018 FRANKFORD TWP 4,U.S. Senate,,DEM,Robert Menendez,210,167,40,0,3,0
Sussex,0018 FRANKFORD TWP 4,U.S. Senate,,LIB,Murray Sabrin,11,8,3,0,0,0
Sussex,0018 FRANKFORD TWP 4,U.S. Senate,,MIS,Kevin Kimple,7,7,0,0,0,0
Sussex,0018 FRANKFORD TWP 4,U.S. Senate,,NDN,Tricia Flanagan,5,4,1,0,0,0
Sussex,0018 FRANKFORD TWP 4,U.S. Senate,,FTP,Natalie Lynn Rivera,1,0,1,0,0,0
Sussex,0018 FRANKFORD TWP 4,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0018 FRANKFORD TWP 4,U.S. Senate,,GRN,Madelyn R. Hoffman,5,5,0,0,0,0
Sussex,0018 FRANKFORD TWP 4,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0018 FRANKFORD TWP 4,U.S. House,5,REP,"John J. McCann, Jr.",446,407,37,0,2,0
Sussex,0018 FRANKFORD TWP 4,U.S. House,5,DEM,Josh Gottheimer,313,256,54,0,3,0
Sussex,0018 FRANKFORD TWP 4,U.S. House,5,THE,Wendy W. Goetz,4,4,0,0,0,0
Sussex,0018 FRANKFORD TWP 4,U.S. House,5,LIB,James Tosone,6,5,1,0,0,0
Sussex,0018 FRANKFORD TWP 4,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0019 FRANKLIN BORO 1,,,,Registered Voters,1042,,,,,
Sussex,0019 FRANKLIN BORO 1,,,,Ballots Cast,573,512,54,1,6,0
Sussex,0019 FRANKLIN BORO 1,U.S. Senate,,REP,Bob Hugin,385,349,30,1,5,0
Sussex,0019 FRANKLIN BORO 1,U.S. Senate,,DEM,Robert Menendez,162,139,22,0,1,0
Sussex,0019 FRANKLIN BORO 1,U.S. Senate,,LIB,Murray Sabrin,8,8,0,0,0,0
Sussex,0019 FRANKLIN BORO 1,U.S. Senate,,MIS,Kevin Kimple,5,5,0,0,0,0
Sussex,0019 FRANKLIN BORO 1,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0019 FRANKLIN BORO 1,U.S. Senate,,FTP,Natalie Lynn Rivera,1,1,0,0,0,0
Sussex,0019 FRANKLIN BORO 1,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0019 FRANKLIN BORO 1,U.S. Senate,,GRN,Madelyn R. Hoffman,6,6,0,0,0,0
Sussex,0019 FRANKLIN BORO 1,U.S. Senate,,,Write-ins,2,0,2,0,0,0
Sussex,0019 FRANKLIN BORO 1,U.S. House,5,REP,"John J. McCann, Jr.",334,306,23,0,5,0
Sussex,0019 FRANKLIN BORO 1,U.S. House,5,DEM,Josh Gottheimer,220,188,30,1,1,0
Sussex,0019 FRANKLIN BORO 1,U.S. House,5,THE,Wendy W. Goetz,6,6,0,0,0,0
Sussex,0019 FRANKLIN BORO 1,U.S. House,5,LIB,James Tosone,7,6,1,0,0,0
Sussex,0019 FRANKLIN BORO 1,U.S. House,5,,Write-ins,4,4,0,0,0,0
Sussex,0020 FRANKLIN BORO 2,,,,Registered Voters,972,,,,,
Sussex,0020 FRANKLIN BORO 2,,,,Ballots Cast,480,424,52,0,4,0
Sussex,0020 FRANKLIN BORO 2,U.S. Senate,,REP,Bob Hugin,312,278,34,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. Senate,,DEM,Robert Menendez,133,116,13,0,4,0
Sussex,0020 FRANKLIN BORO 2,U.S. Senate,,LIB,Murray Sabrin,8,8,0,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. Senate,,NDN,Tricia Flanagan,3,3,0,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. Senate,,FTP,Natalie Lynn Rivera,4,3,1,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. Senate,,GRN,Madelyn R. Hoffman,8,7,1,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. House,5,REP,"John J. McCann, Jr.",262,233,29,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. House,5,DEM,Josh Gottheimer,203,178,21,0,4,0
Sussex,0020 FRANKLIN BORO 2,U.S. House,5,THE,Wendy W. Goetz,6,6,0,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. House,5,LIB,James Tosone,4,3,1,0,0,0
Sussex,0020 FRANKLIN BORO 2,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0021 FRANKLIN BORO 3,,,,Registered Voters,1264,,,,,
Sussex,0021 FRANKLIN BORO 3,,,,Ballots Cast,655,595,57,0,3,0
Sussex,0021 FRANKLIN BORO 3,U.S. Senate,,REP,Bob Hugin,392,356,35,0,1,0
Sussex,0021 FRANKLIN BORO 3,U.S. Senate,,DEM,Robert Menendez,219,203,15,0,1,0
Sussex,0021 FRANKLIN BORO 3,U.S. Senate,,LIB,Murray Sabrin,11,9,2,0,0,0
Sussex,0021 FRANKLIN BORO 3,U.S. Senate,,MIS,Kevin Kimple,7,6,1,0,0,0
Sussex,0021 FRANKLIN BORO 3,U.S. Senate,,NDN,Tricia Flanagan,6,5,1,0,0,0
Sussex,0021 FRANKLIN BORO 3,U.S. Senate,,FTP,Natalie Lynn Rivera,6,5,1,0,0,0
Sussex,0021 FRANKLIN BORO 3,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0021 FRANKLIN BORO 3,U.S. Senate,,GRN,Madelyn R. Hoffman,12,10,1,0,1,0
Sussex,0021 FRANKLIN BORO 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0021 FRANKLIN BORO 3,U.S. House,5,REP,"John J. McCann, Jr.",348,315,32,0,1,0
Sussex,0021 FRANKLIN BORO 3,U.S. House,5,DEM,Josh Gottheimer,280,256,23,0,1,0
Sussex,0021 FRANKLIN BORO 3,U.S. House,5,THE,Wendy W. Goetz,16,13,2,0,1,0
Sussex,0021 FRANKLIN BORO 3,U.S. House,5,LIB,James Tosone,6,6,0,0,0,0
Sussex,0021 FRANKLIN BORO 3,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0022 FREDON TWP 1,,,,Registered Voters,614,,,,,
Sussex,0022 FREDON TWP 1,,,,Ballots Cast,402,359,39,0,4,0
Sussex,0022 FREDON TWP 1,U.S. Senate,,REP,Bob Hugin,264,234,28,0,2,0
Sussex,0022 FREDON TWP 1,U.S. Senate,,DEM,Robert Menendez,116,106,8,0,2,0
Sussex,0022 FREDON TWP 1,U.S. Senate,,LIB,Murray Sabrin,5,3,2,0,0,0
Sussex,0022 FREDON TWP 1,U.S. Senate,,MIS,Kevin Kimple,1,0,1,0,0,0
Sussex,0022 FREDON TWP 1,U.S. Senate,,NDN,Tricia Flanagan,3,3,0,0,0,0
Sussex,0022 FREDON TWP 1,U.S. Senate,,FTP,Natalie Lynn Rivera,1,1,0,0,0,0
Sussex,0022 FREDON TWP 1,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0022 FREDON TWP 1,U.S. Senate,,GRN,Madelyn R. Hoffman,6,6,0,0,0,0
Sussex,0022 FREDON TWP 1,U.S. Senate,,,Write-ins,3,3,0,0,0,0
Sussex,0022 FREDON TWP 1,U.S. House,5,REP,"John J. McCann, Jr.",233,205,26,0,2,0
Sussex,0022 FREDON TWP 1,U.S. House,5,DEM,Josh Gottheimer,157,142,13,0,2,0
Sussex,0022 FREDON TWP 1,U.S. House,5,THE,Wendy W. Goetz,7,7,0,0,0,0
Sussex,0022 FREDON TWP 1,U.S. House,5,LIB,James Tosone,4,4,0,0,0,0
Sussex,0022 FREDON TWP 1,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0023 FREDON TWP 2,,,,Registered Voters,864,,,,,
Sussex,0023 FREDON TWP 2,,,,Ballots Cast,561,492,64,0,5,0
Sussex,0023 FREDON TWP 2,U.S. Senate,,REP,Bob Hugin,377,337,37,0,3,0
Sussex,0023 FREDON TWP 2,U.S. Senate,,DEM,Robert Menendez,156,131,23,0,2,0
Sussex,0023 FREDON TWP 2,U.S. Senate,,LIB,Murray Sabrin,10,9,1,0,0,0
Sussex,0023 FREDON TWP 2,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0023 FREDON TWP 2,U.S. Senate,,NDN,Tricia Flanagan,5,4,1,0,0,0
Sussex,0023 FREDON TWP 2,U.S. Senate,,FTP,Natalie Lynn Rivera,3,2,1,0,0,0
Sussex,0023 FREDON TWP 2,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0023 FREDON TWP 2,U.S. Senate,,GRN,Madelyn R. Hoffman,7,7,0,0,0,0
Sussex,0023 FREDON TWP 2,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0023 FREDON TWP 2,U.S. House,5,REP,"John J. McCann, Jr.",337,304,31,0,2,0
Sussex,0023 FREDON TWP 2,U.S. House,5,DEM,Josh Gottheimer,207,173,31,0,3,0
Sussex,0023 FREDON TWP 2,U.S. House,5,THE,Wendy W. Goetz,9,9,0,0,0,0
Sussex,0023 FREDON TWP 2,U.S. House,5,LIB,James Tosone,4,3,1,0,0,0
Sussex,0023 FREDON TWP 2,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0024 FREDON TWP 3,,,,Registered Voters,505,,,,,
Sussex,0024 FREDON TWP 3,,,,Ballots Cast,308,267,35,0,6,0
Sussex,0024 FREDON TWP 3,U.S. Senate,,REP,Bob Hugin,188,164,18,0,6,0
Sussex,0024 FREDON TWP 3,U.S. Senate,,DEM,Robert Menendez,106,89,17,0,0,0
Sussex,0024 FREDON TWP 3,U.S. Senate,,LIB,Murray Sabrin,4,4,0,0,0,0
Sussex,0024 FREDON TWP 3,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0024 FREDON TWP 3,U.S. Senate,,NDN,Tricia Flanagan,1,1,0,0,0,0
Sussex,0024 FREDON TWP 3,U.S. Senate,,FTP,Natalie Lynn Rivera,2,2,0,0,0,0
Sussex,0024 FREDON TWP 3,U.S. Senate,,ECG,Hank Schroeder,4,4,0,0,0,0
Sussex,0024 FREDON TWP 3,U.S. Senate,,GRN,Madelyn R. Hoffman,2,2,0,0,0,0
Sussex,0024 FREDON TWP 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0024 FREDON TWP 3,U.S. House,5,REP,"John J. McCann, Jr.",151,130,17,0,4,0
Sussex,0024 FREDON TWP 3,U.S. House,5,DEM,Josh Gottheimer,147,127,18,0,2,0
Sussex,0024 FREDON TWP 3,U.S. House,5,THE,Wendy W. Goetz,4,4,0,0,0,0
Sussex,0024 FREDON TWP 3,U.S. House,5,LIB,James Tosone,4,4,0,0,0,0
Sussex,0024 FREDON TWP 3,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0025 FREDON TWP 4,,,,Registered Voters,557,,,,,
Sussex,0025 FREDON TWP 4,,,,Ballots Cast,370,311,51,0,8,0
Sussex,0025 FREDON TWP 4,U.S. Senate,,REP,Bob Hugin,251,214,32,0,5,0
Sussex,0025 FREDON TWP 4,U.S. Senate,,DEM,Robert Menendez,102,83,17,0,2,0
Sussex,0025 FREDON TWP 4,U.S. Senate,,LIB,Murray Sabrin,6,5,1,0,0,0
Sussex,0025 FREDON TWP 4,U.S. Senate,,MIS,Kevin Kimple,2,2,0,0,0,0
Sussex,0025 FREDON TWP 4,U.S. Senate,,NDN,Tricia Flanagan,3,3,0,0,0,0
Sussex,0025 FREDON TWP 4,U.S. Senate,,FTP,Natalie Lynn Rivera,2,2,0,0,0,0
Sussex,0025 FREDON TWP 4,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0025 FREDON TWP 4,U.S. Senate,,GRN,Madelyn R. Hoffman,2,0,1,0,1,0
Sussex,0025 FREDON TWP 4,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0025 FREDON TWP 4,U.S. House,5,REP,"John J. McCann, Jr.",222,190,27,0,5,0
Sussex,0025 FREDON TWP 4,U.S. House,5,DEM,Josh Gottheimer,147,120,24,0,3,0
Sussex,0025 FREDON TWP 4,U.S. House,5,THE,Wendy W. Goetz,1,1,0,0,0,0
Sussex,0025 FREDON TWP 4,U.S. House,5,LIB,James Tosone,0,0,0,0,0,0
Sussex,0025 FREDON TWP 4,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0026 GREEN TWP 1,,,,Registered Voters,939,,,,,
Sussex,0026 GREEN TWP 1,,,,Ballots Cast,512,464,45,0,3,0
Sussex,0026 GREEN TWP 1,U.S. Senate,,REP,Bob Hugin,333,306,25,0,2,0
Sussex,0026 GREEN TWP 1,U.S. Senate,,DEM,Robert Menendez,149,132,17,0,0,0
Sussex,0026 GREEN TWP 1,U.S. Senate,,LIB,Murray Sabrin,12,10,1,0,1,0
Sussex,0026 GREEN TWP 1,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0026 GREEN TWP 1,U.S. Senate,,NDN,Tricia Flanagan,1,1,0,0,0,0
Sussex,0026 GREEN TWP 1,U.S. Senate,,FTP,Natalie Lynn Rivera,5,4,1,0,0,0
Sussex,0026 GREEN TWP 1,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0026 GREEN TWP 1,U.S. Senate,,GRN,Madelyn R. Hoffman,9,8,1,0,0,0
Sussex,0026 GREEN TWP 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0026 GREEN TWP 1,U.S. House,5,REP,"John J. McCann, Jr.",293,268,23,0,2,0
Sussex,0026 GREEN TWP 1,U.S. House,5,DEM,Josh Gottheimer,200,178,21,0,1,0
Sussex,0026 GREEN TWP 1,U.S. House,5,THE,Wendy W. Goetz,9,9,0,0,0,0
Sussex,0026 GREEN TWP 1,U.S. House,5,LIB,James Tosone,7,7,0,0,0,0
Sussex,0026 GREEN TWP 1,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0027 GREEN TWP 2,,,,Registered Voters,892,,,,,
Sussex,0027 GREEN TWP 2,,,,Ballots Cast,579,519,59,1,0,0
Sussex,0027 GREEN TWP 2,U.S. Senate,,REP,Bob Hugin,381,347,33,1,0,0
Sussex,0027 GREEN TWP 2,U.S. Senate,,DEM,Robert Menendez,171,150,21,0,0,0
Sussex,0027 GREEN TWP 2,U.S. Senate,,LIB,Murray Sabrin,11,9,2,0,0,0
Sussex,0027 GREEN TWP 2,U.S. Senate,,MIS,Kevin Kimple,4,3,1,0,0,0
Sussex,0027 GREEN TWP 2,U.S. Senate,,NDN,Tricia Flanagan,2,1,1,0,0,0
Sussex,0027 GREEN TWP 2,U.S. Senate,,FTP,Natalie Lynn Rivera,3,3,0,0,0,0
Sussex,0027 GREEN TWP 2,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0027 GREEN TWP 2,U.S. Senate,,GRN,Madelyn R. Hoffman,4,3,1,0,0,0
Sussex,0027 GREEN TWP 2,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0027 GREEN TWP 2,U.S. House,5,REP,"John J. McCann, Jr.",352,318,33,1,0,0
Sussex,0027 GREEN TWP 2,U.S. House,5,DEM,Josh Gottheimer,221,197,24,0,0,0
Sussex,0027 GREEN TWP 2,U.S. House,5,THE,Wendy W. Goetz,1,1,0,0,0,0
Sussex,0027 GREEN TWP 2,U.S. House,5,LIB,James Tosone,5,3,2,0,0,0
Sussex,0027 GREEN TWP 2,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0028 GREEN TWP 3,,,,Registered Voters,579,,,,,
Sussex,0028 GREEN TWP 3,,,,Ballots Cast,349,307,35,0,7,0
Sussex,0028 GREEN TWP 3,U.S. Senate,,REP,Bob Hugin,251,222,25,0,4,0
Sussex,0028 GREEN TWP 3,U.S. Senate,,DEM,Robert Menendez,81,71,8,0,2,0
Sussex,0028 GREEN TWP 3,U.S. Senate,,LIB,Murray Sabrin,2,2,0,0,0,0
Sussex,0028 GREEN TWP 3,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0028 GREEN TWP 3,U.S. Senate,,NDN,Tricia Flanagan,4,2,2,0,0,0
Sussex,0028 GREEN TWP 3,U.S. Senate,,FTP,Natalie Lynn Rivera,1,1,0,0,0,0
Sussex,0028 GREEN TWP 3,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0028 GREEN TWP 3,U.S. Senate,,GRN,Madelyn R. Hoffman,5,5,0,0,0,0
Sussex,0028 GREEN TWP 3,U.S. Senate,,,Write-ins,2,2,0,0,0,0
Sussex,0028 GREEN TWP 3,U.S. House,5,REP,"John J. McCann, Jr.",224,197,23,0,4,0
Sussex,0028 GREEN TWP 3,U.S. House,5,DEM,Josh Gottheimer,116,104,9,0,3,0
Sussex,0028 GREEN TWP 3,U.S. House,5,THE,Wendy W. Goetz,6,4,2,0,0,0
Sussex,0028 GREEN TWP 3,U.S. House,5,LIB,James Tosone,2,1,1,0,0,0
Sussex,0028 GREEN TWP 3,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0029 GREEN TWP 4,,,,Registered Voters,371,,,,,
Sussex,0029 GREEN TWP 4,,,,Ballots Cast,238,208,25,0,5,0
Sussex,0029 GREEN TWP 4,U.S. Senate,,REP,Bob Hugin,174,155,15,0,4,0
Sussex,0029 GREEN TWP 4,U.S. Senate,,DEM,Robert Menendez,50,40,10,0,0,0
Sussex,0029 GREEN TWP 4,U.S. Senate,,LIB,Murray Sabrin,2,2,0,0,0,0
Sussex,0029 GREEN TWP 4,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0029 GREEN TWP 4,U.S. Senate,,NDN,Tricia Flanagan,4,4,0,0,0,0
Sussex,0029 GREEN TWP 4,U.S. Senate,,FTP,Natalie Lynn Rivera,2,2,0,0,0,0
Sussex,0029 GREEN TWP 4,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0029 GREEN TWP 4,U.S. Senate,,GRN,Madelyn R. Hoffman,5,5,0,0,0,0
Sussex,0029 GREEN TWP 4,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0029 GREEN TWP 4,U.S. House,5,REP,"John J. McCann, Jr.",156,139,13,0,4,0
Sussex,0029 GREEN TWP 4,U.S. House,5,DEM,Josh Gottheimer,75,63,12,0,0,0
Sussex,0029 GREEN TWP 4,U.S. House,5,THE,Wendy W. Goetz,1,1,0,0,0,0
Sussex,0029 GREEN TWP 4,U.S. House,5,LIB,James Tosone,2,2,0,0,0,0
Sussex,0029 GREEN TWP 4,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0030 HAMBURG BORO 1,,,,Registered Voters,978,,,,,
Sussex,0030 HAMBURG BORO 1,,,,Ballots Cast,534,483,49,0,2,0
Sussex,0030 HAMBURG BORO 1,U.S. Senate,,REP,Bob Hugin,327,300,27,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. Senate,,DEM,Robert Menendez,177,160,16,0,1,0
Sussex,0030 HAMBURG BORO 1,U.S. Senate,,LIB,Murray Sabrin,8,6,2,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. Senate,,NDN,Tricia Flanagan,4,2,2,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. Senate,,FTP,Natalie Lynn Rivera,4,4,0,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. Senate,,ECG,Hank Schroeder,3,2,1,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. Senate,,GRN,Madelyn R. Hoffman,5,3,1,0,1,0
Sussex,0030 HAMBURG BORO 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. House,5,REP,"John J. McCann, Jr.",288,266,22,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. House,5,DEM,Josh Gottheimer,235,208,25,0,2,0
Sussex,0030 HAMBURG BORO 1,U.S. House,5,THE,Wendy W. Goetz,6,5,1,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. House,5,LIB,James Tosone,4,3,1,0,0,0
Sussex,0030 HAMBURG BORO 1,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0031 HAMBURG BORO 2,,,,Registered Voters,1349,,,,,
Sussex,0031 HAMBURG BORO 2,,,,Ballots Cast,701,623,68,0,10,0
Sussex,0031 HAMBURG BORO 2,U.S. Senate,,REP,Bob Hugin,390,345,40,0,5,0
Sussex,0031 HAMBURG BORO 2,U.S. Senate,,DEM,Robert Menendez,268,240,24,0,4,0
Sussex,0031 HAMBURG BORO 2,U.S. Senate,,LIB,Murray Sabrin,15,15,0,0,0,0
Sussex,0031 HAMBURG BORO 2,U.S. Senate,,MIS,Kevin Kimple,2,1,1,0,0,0
Sussex,0031 HAMBURG BORO 2,U.S. Senate,,NDN,Tricia Flanagan,1,1,0,0,0,0
Sussex,0031 HAMBURG BORO 2,U.S. Senate,,FTP,Natalie Lynn Rivera,9,8,1,0,0,0
Sussex,0031 HAMBURG BORO 2,U.S. Senate,,ECG,Hank Schroeder,3,3,0,0,0,0
Sussex,0031 HAMBURG BORO 2,U.S. Senate,,GRN,Madelyn R. Hoffman,5,5,0,0,0,0
Sussex,0031 HAMBURG BORO 2,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0031 HAMBURG BORO 2,U.S. House,5,REP,"John J. McCann, Jr.",336,299,34,0,3,0
Sussex,0031 HAMBURG BORO 2,U.S. House,5,DEM,Josh Gottheimer,335,296,33,0,6,0
Sussex,0031 HAMBURG BORO 2,U.S. House,5,THE,Wendy W. Goetz,13,12,1,0,0,0
Sussex,0031 HAMBURG BORO 2,U.S. House,5,LIB,James Tosone,11,11,0,0,0,0
Sussex,0031 HAMBURG BORO 2,U.S. House,5,,Write-ins,2,2,0,0,0,0
Sussex,0032 HAMPTON TWP 1,,,,Registered Voters,1242,,,,,
Sussex,0032 HAMPTON TWP 1,,,,Ballots Cast,799,683,112,0,4,0
Sussex,0032 HAMPTON TWP 1,U.S. Senate,,REP,Bob Hugin,517,450,64,0,3,0
Sussex,0032 HAMPTON TWP 1,U.S. Senate,,DEM,Robert Menendez,238,191,46,0,1,0
Sussex,0032 HAMPTON TWP 1,U.S. Senate,,LIB,Murray Sabrin,17,16,1,0,0,0
Sussex,0032 HAMPTON TWP 1,U.S. Senate,,MIS,Kevin Kimple,2,2,0,0,0,0
Sussex,0032 HAMPTON TWP 1,U.S. Senate,,NDN,Tricia Flanagan,1,1,0,0,0,0
Sussex,0032 HAMPTON TWP 1,U.S. Senate,,FTP,Natalie Lynn Rivera,6,6,0,0,0,0
Sussex,0032 HAMPTON TWP 1,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0032 HAMPTON TWP 1,U.S. Senate,,GRN,Madelyn R. Hoffman,10,10,0,0,0,0
Sussex,0032 HAMPTON TWP 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0032 HAMPTON TWP 1,U.S. House,5,REP,"John J. McCann, Jr.",442,383,57,0,2,0
Sussex,0032 HAMPTON TWP 1,U.S. House,5,DEM,Josh Gottheimer,330,276,53,0,1,0
Sussex,0032 HAMPTON TWP 1,U.S. House,5,THE,Wendy W. Goetz,13,11,1,0,1,0
Sussex,0032 HAMPTON TWP 1,U.S. House,5,LIB,James Tosone,6,5,1,0,0,0
Sussex,0032 HAMPTON TWP 1,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0033 HAMPTON TWP 2,,,,Registered Voters,1067,,,,,
Sussex,0033 HAMPTON TWP 2,,,,Ballots Cast,660,596,60,0,4,0
Sussex,0033 HAMPTON TWP 2,U.S. Senate,,REP,Bob Hugin,416,380,32,0,4,0
Sussex,0033 HAMPTON TWP 2,U.S. Senate,,DEM,Robert Menendez,208,184,24,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. Senate,,LIB,Murray Sabrin,11,9,2,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. Senate,,NDN,Tricia Flanagan,4,3,1,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. Senate,,FTP,Natalie Lynn Rivera,6,6,0,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. Senate,,GRN,Madelyn R. Hoffman,7,6,1,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. House,5,REP,"John J. McCann, Jr.",353,322,28,0,3,0
Sussex,0033 HAMPTON TWP 2,U.S. House,5,DEM,Josh Gottheimer,286,255,30,0,1,0
Sussex,0033 HAMPTON TWP 2,U.S. House,5,THE,Wendy W. Goetz,5,5,0,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. House,5,LIB,James Tosone,4,3,1,0,0,0
Sussex,0033 HAMPTON TWP 2,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0034 HAMPTON TWP 3,,,,Registered Voters,652,,,,,
Sussex,0034 HAMPTON TWP 3,,,,Ballots Cast,385,327,54,1,3,0
Sussex,0034 HAMPTON TWP 3,U.S. Senate,,REP,Bob Hugin,242,215,25,0,2,0
Sussex,0034 HAMPTON TWP 3,U.S. Senate,,DEM,Robert Menendez,123,97,25,1,0,0
Sussex,0034 HAMPTON TWP 3,U.S. Senate,,LIB,Murray Sabrin,5,5,0,0,0,0
Sussex,0034 HAMPTON TWP 3,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0034 HAMPTON TWP 3,U.S. Senate,,NDN,Tricia Flanagan,5,5,0,0,0,0
Sussex,0034 HAMPTON TWP 3,U.S. Senate,,FTP,Natalie Lynn Rivera,2,1,0,0,1,0
Sussex,0034 HAMPTON TWP 3,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0034 HAMPTON TWP 3,U.S. Senate,,GRN,Madelyn R. Hoffman,5,2,3,0,0,0
Sussex,0034 HAMPTON TWP 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0034 HAMPTON TWP 3,U.S. House,5,REP,"John J. McCann, Jr.",219,198,19,0,2,0
Sussex,0034 HAMPTON TWP 3,U.S. House,5,DEM,Josh Gottheimer,158,122,34,1,1,0
Sussex,0034 HAMPTON TWP 3,U.S. House,5,THE,Wendy W. Goetz,2,2,0,0,0,0
Sussex,0034 HAMPTON TWP 3,U.S. House,5,LIB,James Tosone,4,3,1,0,0,0
Sussex,0034 HAMPTON TWP 3,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0035 HAMPTON TWP 4,,,,Registered Voters,861,,,,,
